32,125,0
86,110,203
65,156,156
76,94,156
77,93,188
73,94,250
83,172,203
84,78,78
85,78,250
77,94,360
73,93,203
78,94,188
69,141,109
16,78,1109
190,94,1109
32,109,172
80,94,422
69,125,515
82,78,157
69,141,156
68,141,437
69,125,140
75,93,110
83,156,360
32,109,16
74,94,219
65,156,265
79,78,141
84,125,1078
65,156,157
77,78,406
73,94,266
78,109,234
69,172,203
188,109,1907
32,93,141
84,125,219
186,78,406
186,79,125
192,94,1015
76,94,203
69,94,109
83,109,250
65,110,172
78,78,218
78,94,110
78,94,93
69,172,141
8,125,3171
8,125,329
13,140,4406
32,110,875
32,78,125
32,78,109
32,94,125
32,109,94
32,93,110
32,78,110
32,94,125
32,109,109
32,141,141
69,156,4781
84,125,125
69,141,94
32,125,15
74,125,594
65,141,156
71,109,328
65,156,172
77,94,110
73,109,187
78,94,219
69,141,156
190,109,2094
73,109,6516
84,78,406
83,140,313
77,110,219
85,94,234
83,156,234
84,93,110
82,125,188
73,110,187
32,125,1234
75,93,313
85,78,188
68,140,219
85,93,32
77,78,219
73,63,172
78,94,234
69,125,234
32,125,12985
84,93,703
73,94,391
78,94,250
71,63,187
77,78,343
191,110,500
82,140,344
71,94,94
73,78,359
68,125,328
190,109,2813
8,125,9141
8,109,1703
190,109,1157
13,141,2562
50,157,87656
50,125,234
190,94,703
32,110,1187
8,78,828
78,94,328
79,78,1187
86,63,391
32,125,31687
32,141,281
221,140,1094
32,62,282
84,93,2188
16,140,2188
186,78,1047
186,63,156
80,94,875
82,141,234
79,78,203
79,62,125
86,141,344
73,94,125
68,125,156
69,125,140
83,172,297
84,79,156
32,110,218
192,62,1000
72,93,813
73,78,344
83,157,250
84,78,125
186,31,1234
186,63,203
32,156,2172
75,109,1188
65,140,219
86,109,110
65,172,156
78,109,94
68,109,141
65,172,172
77,78,63
73,94,203
78,94,218
69,141,281
190,110,8281
13,94,1156
32,141,35562
54,94,1078
190,109,875
68,93,266
69,141,141
84,109,234
83,141,297
32,141,1531
221,94,93
32,141,469
75,94,1093
16,94,1093
79,125,203
68,140,188
85,78,172
78,109,188
68,141,203
85,110,62
83,109,94
69,110,187
32,110,62
84,94,359
69,156,156
79,31,282
79,63,140
82,125,172
73,63,140
65,141,406
8,62,1703
8,63,172
8,62,125
8,94,125
8,62,141
8,78,141
8,109,250
80,78,516
82,78,172
65,125,359
75,78,157
84,109,281
73,62,79
75,62,188
85,62,172
77,63,297
16,78,1281
190,78,1281
32,125,313
80,63,4937
73,93,250
80,79,375
65,78,234
82,109,297
75,79,203
79,63,218
79,78,125
71,109,469
73,94,156
84,94,281
65,141,203
73,78,94
71,78,359
78,110,250
65,172,156
32,109,31
86,78,235
65,203,172
76,78,94
77,78,203
73,79,187
83,141,187
84,94,78
65,187,156
77,94,78
73,94,250
78,110,234
69,141,281
188,109,2156
32,109,188
83,140,641
79,32,203
79,47,140
76,63,172
65,140,156
83,141,94
69,94,125
68,141,171
32,125,125
80,78,2391
73,78,234
82,125,219
85,78,125
75,62,219
65,94,235
68,156,484
190,109,1641
8,94,1297
13,125,3469
32,109,875
32,94,109
32,79,109
32,94,109
32,109,109
32,94,110
32,109,109
32,109,94
32,109,110
32,141,125
190,125,3640
13,125,8547
50,125,922
48,109,313
190,125,1234
32,109,282
68,125,172
69,140,141
84,110,125
83,141,218
32,78,1125
221,110,531
32,125,250
75,94,2656
16,94,2656
85,110,343
68,125,1640
85,78,94
77,110,328
73,94,250
32,125,296
76,63,625
219,62,547
80,94,297
69,109,203
84,93,157
65,156,188
77,47,141
73,63,234
78,78,265
69,140,282
8,125,27953
8,110,125
8,110,93
8,109,94
8,125,281
49,141,672
56,94,609
190,110,765
32,110,765
79,78,500
75,94,203
84,110,437
8,110,13890
8,125,203
32,110,859
48,94,562
56,94,1015
37,110,2406
8,79,640
32,140,906
40,156,3360
8,109,10672
8,94,203
8,78,141
8,78,141
8,141,156
8,109,234
50,110,578
50,125,125
190,109,656
32,94,485
78,62,156
79,78,407
86,141,1031
13,141,12015
32,157,10937
190,125,1328
32,125,437
16,78,1891
75,94,1891
85,125,265
68,156,1735
85,78,672
77,109,250
73,125,750
32,125,1203
76,94,469
219,47,437
80,94,266
69,110,218
84,94,156
65,141,234
77,94,109
73,78,156
78,79,281
69,125,281
8,94,4984
8,109,172
8,78,172
8,79,156
8,93,125
8,94,125
8,93,141
8,94,141
8,94,156
8,15,797
8,125,235
8,109,109
16,78,5032
80,109,5032
73,93,266
84,93,407
83,156,266
73,94,78
76,94,328
73,78,172
83,109,141
69,125,219
32,110,62
84,78,203
186,47,812
186,62,141
32,125,313
75,62,266
85,94,328
68,141,234
85,78,31
77,78,235
73,62,172
78,78,219
69,156,469
190,63,2234
13,110,2062
40,141,1984
8,125,1906
32,156,1172
56,78,3750
190,125,625
68,110,250
69,157,140
84,94,156
83,141,343
32,141,687
40,94,2219
40,125,234
39,110,2406
39,32,1296
39,141,312
8,109,953
8,31,1594
8,140,235
8,78,22157
54,78,1359
40,94,8922
40,125,140
16,46,8329
219,78,8329
80,62,328
73,78,188
76,78,156
65,125,172
78,110,328
69,141,218
32,140,16
79,78,594
83,141,250
75,93,94
65,125,125
66,78,594
55,78,1703
16,78,1703
84,94,485
69,93,78
65,172,375
66,110,203
16,94,1937
190,94,1937
13,140,1016
49,125,610
190,125,718
32,125,547
75,94,3828
16,141,3828
85,94,219
73,94,140
68,78,172
65,187,172
83,156,141
32,140,63
86,110,422
65,125,203
76,94,156
77,109,172
73,78,203
83,140,188
84,94,141
65,109,109
68,110,297
65,172,156
32,110,15
69,109,578
82,94,172
73,78,219
78,110,265
69,125,203
86,109,391
65,156,219
84,110,156
69,93,328
83,157,250
84,110,93
32,110,140
84,78,172
79,63,484
79,63,140
82,93,297
65,156,344
73,93,407
78,94,250
69,125,172
84,125,94
69,78,109
83,156,313
84,78,719
32,141,187
74,125,250
65,141,172
