86,194,0
8,190,12570
8,183,1367
8,153,383
8,191,456
8,184,750
8,179,384
8,158,342
8,206,642
8,212,408
8,180,1485
8,141,95860
8,115,87
8,130,1003
13,101,7580
85,129,2105
16,184,2105
85,113,49
82,113,85
73,91,380
77,123,208
85,139,4076
83,115,321
84,70,548
186,99,783
186,114,68
32,180,2414
192,110,1397
72,111,256
69,107,319
83,103,121
84,160,100
67,110,6279
17,289,6279
32,100,2288
86,121,330
17,571,330
71,149,5093
83,121,5317
84,145,117
83,111,10978
32,94,2087
79,90,259
83,106,260
65,160,41
76,124,212
69,107,210
77,105,412
73,133,147
78,89,165
69,94,255
188,72,996
32,86,47
75,96,83
79,102,135
79,111,53
83,122,197
84,165,15
186,113,337
186,95,56
