8,20,0
8,31,3417
8,60,210
8,75,120
8,140,113
8,71,140
8,95,481
8,40,10516
8,30,820
8,74,438
8,111,307
8,100,210
8,81,120
8,87,110
8,121,180
8,90,261
8,85,220
8,80,193
8,82,150
8,70,129
8,81,140
8,91,197
8,102,190
8,210,219
13,101,3403
8,91,1118
8,138,260
8,11,11596
85,87,4366
83,90,351
69,90,211
84,82,536
8,121,6386
8,11,15386
8,110,210
8,71,120
8,70,120
8,71,107
8,60,120
8,71,110
8,30,140
8,81,100
8,64,110
8,80,123
8,111,100
8,1,230
8,81,109
8,43,134
8,50,131
8,70,140
8,100,171
8,101,150
8,80,147
8,101,180
8,101,200
8,121,317
8,130,3310
8,83,395
8,91,441
32,131,47981
13,131,1918
13,322,88069
13,231,407
13,436,361
8,21,28896
8,351,361
8,64,120
8,51,123
8,61,109
8,50,120
8,122,150
8,31,51330
8,61,423
8,85,120
8,80,106
8,30,41318
8,41,34314
8,60,320
8,64,131
8,80,113
8,111,321
20,179,72168
76,101,100
20,92,117
73,61,90
83,100,160
65,111,160
75,71,327
83,120,140
79,90,678
8,82,726
32,60,301
79,81,1019
78,72,280
32,48,149
76,111,471
65,90,120
83,121,147
84,58,284
69,121,199
76,71,356
32,70,200
75,91,1260
65,121,257
32,100,20
49,108,601
54,61,340
173,90,959
74,71,535
79,71,420
79,60,140
78,71,257
69,99,291
71,70,271
65,114,154
32,61,39
72,70,471
65,105,120
82,71,342
74,73,625
85,40,160
84,50,262
85,60,310
83,131,237
84,50,120
69,60,241
32,101,357
32,58,4331
75,90,1388
65,121,190
83,101,1139
85,74,250
84,50,294
85,70,371
83,93,245
69,120,251
76,93,351
32,57,265
75,81,183
65,90,180
32,101,1307
86,71,2707
73,61,527
72,60,261
73,61,355
75,80,190
190,70,959
32,97,6409
32,81,2451
