@RELATION -15-16-19

@ATTRIBUTE hold_0  NUMERIC
@ATTRIBUTE seek_0  NUMERIC
@ATTRIBUTE hold_8  NUMERIC
@ATTRIBUTE seek_8  NUMERIC
@ATTRIBUTE hold_13  NUMERIC
@ATTRIBUTE seek_13  NUMERIC
@ATTRIBUTE hold_16  NUMERIC
@ATTRIBUTE seek_16  NUMERIC
@ATTRIBUTE hold_17  NUMERIC
@ATTRIBUTE seek_17  NUMERIC
@ATTRIBUTE hold_20  NUMERIC
@ATTRIBUTE seek_20  NUMERIC
@ATTRIBUTE hold_32  NUMERIC
@ATTRIBUTE seek_32  NUMERIC
@ATTRIBUTE hold_37  NUMERIC
@ATTRIBUTE seek_37  NUMERIC
@ATTRIBUTE hold_39  NUMERIC
@ATTRIBUTE seek_39  NUMERIC
@ATTRIBUTE hold_40  NUMERIC
@ATTRIBUTE seek_40  NUMERIC
@ATTRIBUTE hold_46  NUMERIC
@ATTRIBUTE seek_46  NUMERIC
@ATTRIBUTE hold_49  NUMERIC
@ATTRIBUTE seek_49  NUMERIC
@ATTRIBUTE hold_65  NUMERIC
@ATTRIBUTE seek_65  NUMERIC
@ATTRIBUTE hold_66  NUMERIC
@ATTRIBUTE seek_66  NUMERIC
@ATTRIBUTE hold_68  NUMERIC
@ATTRIBUTE seek_68  NUMERIC
@ATTRIBUTE hold_69  NUMERIC
@ATTRIBUTE seek_69  NUMERIC
@ATTRIBUTE hold_71  NUMERIC
@ATTRIBUTE seek_71  NUMERIC
@ATTRIBUTE hold_72  NUMERIC
@ATTRIBUTE seek_72  NUMERIC
@ATTRIBUTE hold_73  NUMERIC
@ATTRIBUTE seek_73  NUMERIC
@ATTRIBUTE hold_74  NUMERIC
@ATTRIBUTE seek_74  NUMERIC
@ATTRIBUTE hold_75  NUMERIC
@ATTRIBUTE seek_75  NUMERIC
@ATTRIBUTE hold_76  NUMERIC
@ATTRIBUTE seek_76  NUMERIC
@ATTRIBUTE hold_77  NUMERIC
@ATTRIBUTE seek_77  NUMERIC
@ATTRIBUTE hold_78  NUMERIC
@ATTRIBUTE seek_78  NUMERIC
@ATTRIBUTE hold_79  NUMERIC
@ATTRIBUTE seek_79  NUMERIC
@ATTRIBUTE hold_80  NUMERIC
@ATTRIBUTE seek_80  NUMERIC
@ATTRIBUTE hold_82  NUMERIC
@ATTRIBUTE seek_82  NUMERIC
@ATTRIBUTE hold_83  NUMERIC
@ATTRIBUTE seek_83  NUMERIC
@ATTRIBUTE hold_84  NUMERIC
@ATTRIBUTE seek_84  NUMERIC
@ATTRIBUTE hold_85  NUMERIC
@ATTRIBUTE seek_85  NUMERIC
@ATTRIBUTE hold_86  NUMERIC
@ATTRIBUTE seek_86  NUMERIC
@ATTRIBUTE hold_186  NUMERIC
@ATTRIBUTE seek_186  NUMERIC
@ATTRIBUTE hold_188  NUMERIC
@ATTRIBUTE seek_188  NUMERIC
@ATTRIBUTE hold_190  NUMERIC
@ATTRIBUTE seek_190  NUMERIC
@ATTRIBUTE hold_191  NUMERIC
@ATTRIBUTE seek_191  NUMERIC
@ATTRIBUTE hold_192  NUMERIC
@ATTRIBUTE seek_192  NUMERIC
@ATTRIBUTE hold_219  NUMERIC
@ATTRIBUTE seek_219  NUMERIC
@ATTRIBUTE hold_229  NUMERIC
@ATTRIBUTE seek_229  NUMERIC
@ATTRIBUTE 73_32  NUMERIC
@ATTRIBUTE 32_79  NUMERIC
@ATTRIBUTE 79_83  NUMERIC
@ATTRIBUTE 83_75  NUMERIC
@ATTRIBUTE 75_65  NUMERIC
@ATTRIBUTE 65_32  NUMERIC
@ATTRIBUTE 32_86  NUMERIC
@ATTRIBUTE 71_65  NUMERIC
@ATTRIBUTE 32_77  NUMERIC
@ATTRIBUTE 77_73  NUMERIC
@ATTRIBUTE 73_68  NUMERIC
@ATTRIBUTE 68_65  NUMERIC
@ATTRIBUTE 65_71  NUMERIC
@ATTRIBUTE 71_73  NUMERIC
@ATTRIBUTE 32_76  NUMERIC
@ATTRIBUTE 76_73  NUMERIC
@ATTRIBUTE 73_83  NUMERIC
@ATTRIBUTE 83_65  NUMERIC
@ATTRIBUTE 65_68  NUMERIC
@ATTRIBUTE 65_84  NUMERIC
@ATTRIBUTE 73_84  NUMERIC
@ATTRIBUTE 84_83  NUMERIC
@ATTRIBUTE 72_84  NUMERIC
@ATTRIBUTE 84_69  NUMERIC
@ATTRIBUTE 69_76  NUMERIC
@ATTRIBUTE 76_84  NUMERIC
@ATTRIBUTE 84_32  NUMERIC
@ATTRIBUTE 32_83  NUMERIC
@ATTRIBUTE 65_72  NUMERIC
@ATTRIBUTE 86_65  NUMERIC
@ATTRIBUTE 72_69  NUMERIC
@ATTRIBUTE 69_84  NUMERIC
@ATTRIBUTE 84_85  NUMERIC
@ATTRIBUTE 85_78  NUMERIC
@ATTRIBUTE 78_68  NUMERIC
@ATTRIBUTE 68_32  NUMERIC
@ATTRIBUTE 79_78  NUMERIC
@ATTRIBUTE 78_32  NUMERIC
@ATTRIBUTE 32_80  NUMERIC
@ATTRIBUTE 80_73  NUMERIC
@ATTRIBUTE 73_75  NUMERIC
@ATTRIBUTE 69_65  NUMERIC
@ATTRIBUTE 219_80  NUMERIC
@ATTRIBUTE 80_69  NUMERIC
@ATTRIBUTE 84_65  NUMERIC
@ATTRIBUTE 65_74  NUMERIC
@ATTRIBUTE 74_65  NUMERIC
@ATTRIBUTE 78_69  NUMERIC
@ATTRIBUTE 69_68  NUMERIC
@ATTRIBUTE 32_65  NUMERIC
@ATTRIBUTE 65_73  NUMERIC
@ATTRIBUTE 65_86  NUMERIC
@ATTRIBUTE 32_8  NUMERIC
@ATTRIBUTE 73_8  NUMERIC
@ATTRIBUTE 69_82  NUMERIC
@ATTRIBUTE 75_69  NUMERIC
@ATTRIBUTE 69_77  NUMERIC
@ATTRIBUTE 77_32  NUMERIC
@ATTRIBUTE 86_219  NUMERIC
@ATTRIBUTE 219_73  NUMERIC
@ATTRIBUTE 75_83  NUMERIC
@ATTRIBUTE 83_32  NUMERIC
@ATTRIBUTE 79_76  NUMERIC
@ATTRIBUTE 76_76  NUMERIC
@ATTRIBUTE 76_65  NUMERIC
@ATTRIBUTE 32_75  NUMERIC
@ATTRIBUTE 75_85  NUMERIC
@ATTRIBUTE 85_73  NUMERIC
@ATTRIBUTE 32_73  NUMERIC
@ATTRIBUTE 78_73  NUMERIC
@ATTRIBUTE 73_77  NUMERIC
@ATTRIBUTE 77_69  NUMERIC
@ATTRIBUTE 69_83  NUMERIC
@ATTRIBUTE 83_69  NUMERIC
@ATTRIBUTE 8_8  NUMERIC
@ATTRIBUTE 32_84  NUMERIC
@ATTRIBUTE 85_32  NUMERIC
@ATTRIBUTE 80_65  NUMERIC
@ATTRIBUTE 65_78  NUMERIC
@ATTRIBUTE 78_78  NUMERIC
@ATTRIBUTE 75_79  NUMERIC
@ATTRIBUTE 79_79  NUMERIC
@ATTRIBUTE 82_69  NUMERIC
@ATTRIBUTE 69_78  NUMERIC
@ATTRIBUTE 65_66  NUMERIC
@ATTRIBUTE 66_32  NUMERIC
@ATTRIBUTE 83_73  NUMERIC
@ATTRIBUTE 73_78  NUMERIC
@ATTRIBUTE 69_73  NUMERIC
@ATTRIBUTE 69_69  NUMERIC
@ATTRIBUTE 76_68  NUMERIC
@ATTRIBUTE 68_73  NUMERIC
@ATTRIBUTE 76_69  NUMERIC
@ATTRIBUTE 69_32  NUMERIC
@ATTRIBUTE 32_82  NUMERIC
@ATTRIBUTE 32_72  NUMERIC
@ATTRIBUTE 86_73  NUMERIC
@ATTRIBUTE 85_83  NUMERIC
@ATTRIBUTE 65_8  NUMERIC
@ATTRIBUTE 65_65  NUMERIC
@ATTRIBUTE 85_85  NUMERIC
@ATTRIBUTE 85_82  NUMERIC
@ATTRIBUTE 65_76  NUMERIC
@ATTRIBUTE 79_82  NUMERIC
@ATTRIBUTE 84_73  NUMERIC
@ATTRIBUTE 76_85  NUMERIC
@ATTRIBUTE 68_85  NUMERIC
@ATTRIBUTE 32_32  NUMERIC
@ATTRIBUTE 8_32  NUMERIC
@ATTRIBUTE 69_75  NUMERIC
@ATTRIBUTE 73_73  NUMERIC
@ATTRIBUTE 82_86  NUMERIC
@ATTRIBUTE 82_65  NUMERIC
@ATTRIBUTE 32_219  NUMERIC
@ATTRIBUTE 76_32  NUMERIC
@ATTRIBUTE 85_84  NUMERIC
@ATTRIBUTE 65_83  NUMERIC
@ATTRIBUTE 37_37  NUMERIC
@ATTRIBUTE 73_71  NUMERIC
@ATTRIBUTE 71_69  NUMERIC
@ATTRIBUTE 65_82  NUMERIC
@ATTRIBUTE 190_32  NUMERIC
@ATTRIBUTE 73_76  NUMERIC
@ATTRIBUTE 85_76  NUMERIC
@ATTRIBUTE 39_39  NUMERIC
@ATTRIBUTE 69_71  NUMERIC
@ATTRIBUTE 71_85  NUMERIC
@ATTRIBUTE 32_78  NUMERIC
@ATTRIBUTE 78_65  NUMERIC
@ATTRIBUTE 65_77  NUMERIC
@ATTRIBUTE 77_65  NUMERIC
@ATTRIBUTE 77_85  NUMERIC
@ATTRIBUTE 68_69  NUMERIC
@ATTRIBUTE 32_69  NUMERIC
@ATTRIBUTE 82_79  NUMERIC
@ATTRIBUTE 83_84  NUMERIC
@ATTRIBUTE 82_73  NUMERIC
@ATTRIBUTE 74_85  NUMERIC
@ATTRIBUTE 32_74  NUMERIC
@ATTRIBUTE 78_71  NUMERIC
@ATTRIBUTE 69_8  NUMERIC
@ATTRIBUTE 72_65  NUMERIC
@ATTRIBUTE 83_85  NUMERIC
@ATTRIBUTE 85_68  NUMERIC
@ATTRIBUTE 188_32  NUMERIC
@ATTRIBUTE 69_86  NUMERIC
@ATTRIBUTE 65_75  NUMERIC
@ATTRIBUTE 73_65  NUMERIC
@ATTRIBUTE 72_73  NUMERIC
@ATTRIBUTE 78_85  NUMERIC
@ATTRIBUTE 32_16  NUMERIC
@ATTRIBUTE 229_229  NUMERIC
@ATTRIBUTE 0_0  NUMERIC
@ATTRIBUTE 71_65_32  NUMERIC
@ATTRIBUTE 65_32_77  NUMERIC
@ATTRIBUTE 32_77_73  NUMERIC
@ATTRIBUTE 73_68_65  NUMERIC
@ATTRIBUTE 76_73_83  NUMERIC
@ATTRIBUTE 32_86_65  NUMERIC
@ATTRIBUTE 32_79_78  NUMERIC
@ATTRIBUTE 79_78_32  NUMERIC
@ATTRIBUTE 65_68_32  NUMERIC
@ATTRIBUTE 65_74_65  NUMERIC
@ATTRIBUTE 69_68_32  NUMERIC
@ATTRIBUTE 75_83_32  NUMERIC
@ATTRIBUTE 32_79_76  NUMERIC
@ATTRIBUTE 65_32_75  NUMERIC
@ATTRIBUTE 32_75_85  NUMERIC
@ATTRIBUTE 83_69_68  NUMERIC
@ATTRIBUTE 68_65_32  NUMERIC
@ATTRIBUTE 8_8_8  NUMERIC
@ATTRIBUTE 65_66_32  NUMERIC
@ATTRIBUTE 32_84_69  NUMERIC
@ATTRIBUTE 73_78_69  NUMERIC
@ATTRIBUTE 79_76_69  NUMERIC
@ATTRIBUTE 76_69_32  NUMERIC
@ATTRIBUTE 77_73_83  NUMERIC
@ATTRIBUTE 73_83_32  NUMERIC
@ATTRIBUTE 73_68_32  NUMERIC
@ATTRIBUTE 84_85_83  NUMERIC
@ATTRIBUTE 84_69_32  NUMERIC
@ATTRIBUTE 32_75_79  NUMERIC
@ATTRIBUTE 32_8_8  NUMERIC
@ATTRIBUTE 83_69_76  NUMERIC
@ATTRIBUTE 69_32_75  NUMERIC
@ATTRIBUTE 32_75_65  NUMERIC
@ATTRIBUTE 76_65_83  NUMERIC
@ATTRIBUTE 80_73_76  NUMERIC
@ATTRIBUTE 65_77_65  NUMERIC
@ATTRIBUTE 65_83_84  NUMERIC
@ATTRIBUTE 83_84_69  NUMERIC
@ATTRIBUTE 85_83_84  NUMERIC
@ATTRIBUTE 83_69_32  NUMERIC
@ATTRIBUTE 73_83_69  NUMERIC
@ATTRIBUTE 32_74_65  NUMERIC
@ATTRIBUTE 74_65_32  NUMERIC
@ATTRIBUTE 69_77_65  NUMERIC
@ATTRIBUTE 32_83_65  NUMERIC
@ATTRIBUTE 77_65_32  NUMERIC
@ATTRIBUTE 77_73_78  NUMERIC
@ATTRIBUTE 78_69_32  NUMERIC
@ATTRIBUTE 73_83_84  NUMERIC
@ATTRIBUTE 69_83_84  NUMERIC
@ATTRIBUTE 83_84_32  NUMERIC
@ATTRIBUTE 85_83_69  NUMERIC
@ATTRIBUTE 39_39_39  NUMERIC
@ATTRIBUTE 83_84_65  NUMERIC
@ATTRIBUTE 65_77_73  NUMERIC
@ATTRIBUTE 77_65_65  NUMERIC
@ATTRIBUTE 229_229_229  NUMERIC
@ATTRIBUTE 0_0_0  NUMERIC
@ATTRIBUTE 32_79_78_32  NUMERIC
@ATTRIBUTE 8_8_8_8  NUMERIC
@ATTRIBUTE 32_8_8_8  NUMERIC
@ATTRIBUTE 32_74_65_32  NUMERIC
@ATTRIBUTE 77_73_78_69  NUMERIC
@ATTRIBUTE 229_229_229_229  NUMERIC
@ATTRIBUTE 0_0_0_0  NUMERIC
@ATTRIBUTE class {-15, 16-19}

@DATA
,,37.5,520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1474779242224166.7,1.0691100853163171e+37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15
45,,,,,,,,,,,,2160.5,232127,,,,,,,,,52,0,18,197,,,15,190,32277,124781287288.75,,,10,79,16,263,38,,,,,,12,116,374.5,167,12,283,9,214,,,10,266,,,11,501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2182478645166752e+25,1.2913961434722913e+56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15
,,6.427041977827223e+28,5.23322607374853e+32,,,,,,,,,5.506427486555562e+32,9.008086719788481e+37,,,,,,,,,,,5.374584426689781e+44,5.1851532716911196e+54,80,221,82,652,1.1489919176971011e+22,2.5015817415919225e+28,329830.6666666667,84390792.66666667,1738383679.4,6028483516254,6.364495706132108e+31,1.0558081725568085e+37,1616529318.4,59083695789.25,1635031444814.5,63623234711465.8,22959547,5639096028.75,1639797798.2,100903432630432,9874826448114938,925817040628939500000,1612995376.8,5469503274656.4,285699.6666666667,12089750.666666666,,,6140188018713.667,64635537201530720,2421025025.5,85111287.33333333,217757445.25,125781427.33333333,1387413118269873.2,200344844,4191,190251,,,,,217052598.5,93072070605.5,,,184673525.75,189188276.33333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15
,,160171839280021.34,8325479222508.8,,,83556,792,,,,,4.691374786740678e+38,7.16590530637058e+49,,,,,,,,,111,0,5.653689928287628e+34,5.185463725131798e+39,,,4832,5648,5.189262926286578e+28,3.0954159440740616e+29,215752,178741402.66666666,88,616,1601482876654009.2,7202285611069476,96,264,107478759148,9453337607086678,2416192809.6,35267227249622.4,30202218,21376064,174816148010.66666,254668669078701.34,64,632,398824,14832,2828,10428,12566751995554.285,135735352135204,9269612412238.857,7887326998291471,16242218,2604814036,3236,92080,,,6024,388304,71,592,429888,181517442.66666666,64,512,4789.5,705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15
5402.666666666667,,424024223,146033544394.25,,,,,,,,,807.5,5138.5,,,,,,,,,126,0,2792829.75,5479363036,,,17,942,37310.666666666664,87088.5,27,212,,,80404,66798725,,,2211,253,26,,22,231,26,358,24,257,,,911.5,505,18,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15
5402.666666666667,,424024223,146033544394.25,,,,,,,,,807.5,5138.5,,,,,,,,,126,0,2792829.75,5479363036,,,17,942,37310.666666666664,87088.5,27,212,,,80404,66798725,,,2211,253,26,,22,231,26,358,24,257,,,911.5,505,18,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15
184956498293933400000,1.4802985137424554e+43,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15
,,,,,,,,,,,,5571257.333333333,5370.666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15
,,2.5351334995920393e+69,3.3409599329934653e+72,4020,216,,,,,,,4.007373693313731e+35,1.6033814068477483e+26,,,,,,,,,,,4.2286290244994665e+49,4.032082320822056e+36,,,80817980809611180000,407218524048561700000,3.957541331834826e+27,6425651285648104000,22202391,2820032280,,,4.472854545403535e+30,2.0075350797310452e+36,72,464,1612895454.4,8651368191291.2,4.623442040576041e+26,9.182293128663201e+36,48051.5,28052,22201622.25,200941621.75,9060924629362.857,93209176081160160,214952,100219.5,202402805.75,24117376,1129729296,336208241764.8,923555098300586.2,12020160174682.834,133224,726018.6666666666,14511762244.6,3217152873420.8,,,,,,,215982.66666666666,168,63,,3232,6844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15
,,188854.66666666666,351988,,,,,,,,,220282422,51090834.666666664,,,,,,,,,,,3994,10470,,,24181593,97810132314,219352,189074704,,,,,48,136,80,288,19893863.75,85317.66666666667,,,,,40,337,161882.33333333334,208080040,88,,,,4082,107631.5,20141412,90248048042,49,608,,,2020,104,5481.5,585,,,,,56,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15
,,219528223.75,963199,6090,111612,,0,,,,,3437365.3333333335,109856413.33333333,,,,,,,,,,,376221,64448467.333333336,4378,336572,48,79,29698942.5,3303641026,,,71,273,201494106328.33334,41352021356037544,,,1754343291.2,22421027427024.4,1234327599.4,6164192342116.2,5293.5,89,,,,,,,8431,153,193,,,,3181.5,84585,6880.5,0,,,,,,,104,232,,,2781.5,128224.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15
,,5.223504213951749e+34,7.563863652224041e+37,,,,,,,,,1478814668695.3332,213533534807598,,,,,,,,,,,18369293,3805235056,,,88480506184960620,1.7147154889161022e+21,215485.33333333334,8582704,,,,,239357.33333333334,6190936,212693.33333333334,14191064,132861968013.33333,4324373.333333333,80,40,86,,292387.6666666667,6440329.666666667,21954320,26278048026,3640,328,47,97,4028,60056,189862.33333333334,103644,212421.33333333334,4836824,,,96,737,185718.66666666666,189835056,72,,,,,,87,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15
,,,,,,136,,,,,,61709034.666666664,4524093.333333333,,,,,,,,,79,0,2844,6778,,,29709368,8536807.666666666,72,168,57,256,,,20486414.25,22098320081.25,80,216,63,450,4836,56,,,,,64,136,56,359,,,87,257,80,376,3639,480.5,,,59,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15
,,82825301382780.28,97284938330854,,,77082.5,659,,,,,1.2576897713172981e+22,2.315823990840524e+25,,,,,,,,,,,7.655923332150525e+24,7.182314636835968e+25,,,102744774915.5,31876049909386868,6.963288060849986e+21,1.999193447648836e+25,232389.33333333334,178610928.66666666,1753527133.8,137920145.75,4.326168970419391e+26,1.2382016018133082e+40,56,,108025602960.33333,42495411698781910,1310175108.6,47256716638420.4,199022.33333333334,53440833,13399141,84750746.33333333,1412681413.6,63641033673257.2,55,597,949961277,60189305829.75,13986925084151.142,40808614596516200000,238817.66666666666,261740444.66666666,15651764.5,47444793,119465983062.5,314431.5,,,4330.5,396964,2432.5,661,75,162,,,5038,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15
,,669020,86134.5,4336.5,,864766569611764700,474,,,,,6.613265308830865e+62,4.462487900656698e+56,,,,,,,,,107,0,6.414809932612262e+46,4.941414915058608e+48,77,972,784317645720196200,5.346212359025391e+25,3.058096897746519e+38,7.094194644654974e+47,3379.5,159212,10951254069725.142,53063559206492610,4.2192540886372714e+35,1.1249383634958211e+46,20958971.25,79329357387.25,570705207690706200000,2.3827319345144235e+28,759607924440506500000,2.610164674048335e+28,21977297.5,58736403,141296614612.16666,33371045091701360,6.052589121970117e+26,7.007874415806855e+36,8959552393967,91621049900313230000,279890.3333333333,111425526.33333333,7.43723740652067e+23,2.702676712929418e+27,6.55483998893121e+22,2.494310585473593e+33,9679409681295.572,4759888024458307000,246490.33333333334,153940126.66666666,,,,,1337313234.4,2366120.6666666665,73,628,,,121381621563.66667,220584903479.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15
