Cluster,label,totalDataPoints,PercentLabelInCluster, numberOfDataPointsPerLabelInCluster,percentOfLabelTypeInCluster
Cluster 1,15 below,3238.0,0.020074119827053736,65.0,0.18840579710144928
Cluster 1,16-19,3238.0,0.034898085237801114,113.0,0.4396887159533074
Cluster 1,20-29,3238.0,0.04169240271772699,135.0,0.4066265060240964
Cluster 1,30-39,3238.0,0.17726991970352068,574.0,0.4562798092209857
Cluster 1,40-49,3238.0,0.4928968499073502,1596.0,0.5217391304347826
Cluster 1,50+,3238.0,0.23316862260654725,755.0,0.5009953550099535

Cluster 2,15 below,356.0,0.09269662921348315,33.0,0.09565217391304348
Cluster 2,16-19,356.0,0.016853932584269662,6.0,0.023346303501945526
Cluster 2,20-29,356.0,0.07303370786516854,26.0,0.0783132530120482
Cluster 2,30-39,356.0,0.15168539325842698,54.0,0.04292527821939587
Cluster 2,40-49,356.0,0.40730337078651685,145.0,0.047401111474338016
Cluster 2,50+,356.0,0.25842696629213485,92.0,0.06104844061048441

Cluster 3,15 below,1123.0,0.0943900267141585,106.0,0.3072463768115942
Cluster 3,16-19,1123.0,0.012466607301869992,14.0,0.054474708171206226
Cluster 3,20-29,1123.0,0.026714158504007122,30.0,0.09036144578313253
Cluster 3,30-39,1123.0,0.1674087266251113,188.0,0.1494435612082671
Cluster 3,40-49,1123.0,0.5476402493321461,615.0,0.2010460934946061
Cluster 3,50+,1123.0,0.15138023152270705,170.0,0.11280690112806901

Cluster 4,15 below,667.0,0.07946026986506746,53.0,0.1536231884057971
Cluster 4,16-19,667.0,0.04047976011994003,27.0,0.10505836575875487
Cluster 4,20-29,667.0,0.06596701649175413,44.0,0.13253012048192772
Cluster 4,30-39,667.0,0.1634182908545727,109.0,0.08664546899841018
Cluster 4,40-49,667.0,0.4017991004497751,268.0,0.08761033017325924
Cluster 4,50+,667.0,0.24887556221889057,166.0,0.11015262110152621

Cluster 5,15 below,1222.0,0.054009819967266774,66.0,0.19130434782608696
Cluster 5,16-19,1222.0,0.044189852700491,54.0,0.21011673151750973
Cluster 5,20-29,1222.0,0.05155482815057283,63.0,0.1897590361445783
Cluster 5,30-39,1222.0,0.251227495908347,307.0,0.24403815580286167
Cluster 5,40-49,1222.0,0.33797054009819966,413.0,0.13501144164759726
Cluster 5,50+,1222.0,0.26104746317512273,319.0,0.2116788321167883

Cluster 6,15 below,152.0,0.14473684210526316,22.0,0.06376811594202898
Cluster 6,16-19,152.0,0.28289473684210525,43.0,0.16731517509727625
Cluster 6,20-29,152.0,0.2236842105263158,34.0,0.10240963855421686
Cluster 6,30-39,152.0,0.17105263157894737,26.0,0.02066772655007949
Cluster 6,40-49,152.0,0.14473684210526316,22.0,0.007191892775416803
Cluster 6,50+,152.0,0.03289473684210526,5.0,0.0033178500331785005

