Cluster,label,totalDataPoints,PercentLabelInCluster, numberOfDataPointsPerLabelInCluster,percentOfLabelTypeInCluster
Cluster 1,15 below,1182.0,0.0532994923857868,63.0,0.20388349514563106
Cluster 1,16-19,1182.0,0.05499153976311337,65.0,0.28634361233480177
Cluster 1,20-29,1182.0,0.04991539763113367,59.0,0.20774647887323944
Cluster 1,30-39,1182.0,0.23942470389170897,283.0,0.23524522028262676
Cluster 1,40-49,1182.0,0.34517766497461927,408.0,0.1400617919670443
Cluster 1,50+,1182.0,0.2571912013536379,304.0,0.2111111111111111

Cluster 2,15 below,392.0,0.09693877551020408,38.0,0.12297734627831715
Cluster 2,16-19,392.0,0.03316326530612245,13.0,0.05726872246696035
Cluster 2,20-29,392.0,0.06377551020408163,25.0,0.0880281690140845
Cluster 2,30-39,392.0,0.16071428571428573,63.0,0.05236907730673317
Cluster 2,40-49,392.0,0.3494897959183674,137.0,0.04703055269481634
Cluster 2,50+,392.0,0.29591836734693877,116.0,0.08055555555555556

Cluster 3,15 below,842.0,0.08788598574821853,74.0,0.23948220064724918
Cluster 3,16-19,842.0,0.007125890736342043,6.0,0.02643171806167401
Cluster 3,20-29,842.0,0.026128266033254157,22.0,0.07746478873239436
Cluster 3,30-39,842.0,0.1508313539192399,127.0,0.1055694098088113
Cluster 3,40-49,842.0,0.6009501187648456,506.0,0.17370408513559904
Cluster 3,50+,842.0,0.12707838479809977,107.0,0.07430555555555556

Cluster 4,15 below,670.0,0.07462686567164178,50.0,0.16181229773462782
Cluster 4,16-19,670.0,0.03283582089552239,22.0,0.09691629955947137
Cluster 4,20-29,670.0,0.06119402985074627,41.0,0.1443661971830986
Cluster 4,30-39,670.0,0.21791044776119403,146.0,0.12136325852036575
Cluster 4,40-49,670.0,0.38656716417910447,259.0,0.08891177480260899
Cluster 4,50+,670.0,0.22686567164179106,152.0,0.10555555555555556

Cluster 5,15 below,1823.0,0.03510696653867252,64.0,0.20711974110032363
Cluster 5,16-19,1823.0,0.03181568842567197,58.0,0.2555066079295154
Cluster 5,20-29,1823.0,0.05375754251234229,98.0,0.34507042253521125
Cluster 5,30-39,1823.0,0.20460778935820076,373.0,0.3100581878636742
Cluster 5,40-49,1823.0,0.3598464070213933,656.0,0.2251973910058359
Cluster 5,50+,1823.0,0.31486560614371917,574.0,0.39861111111111114

Cluster 6,15 below,1467.0,0.013633265167007498,20.0,0.06472491909385113
Cluster 6,16-19,1467.0,0.04294478527607362,63.0,0.2775330396475771
Cluster 6,20-29,1467.0,0.026584867075664622,39.0,0.13732394366197184
Cluster 6,30-39,1467.0,0.1438309475119291,211.0,0.17539484621778886
Cluster 6,40-49,1467.0,0.645535105657805,947.0,0.3250944043940954
Cluster 6,50+,1467.0,0.1274710293115201,187.0,0.12986111111111112

