Cluster,label,totalDataPoints,PercentLabelInCluster, numberOfDataPointsPerLabelInCluster,percentOfLabelTypeInCluster
Cluster 1,15 below,1123.0,0.04986642920747997,56.0,0.2222222222222222
Cluster 1,16-19,1123.0,0.05075690115761353,57.0,0.2893401015228426
Cluster 1,20-29,1123.0,0.04719501335707925,53.0,0.21721311475409835
Cluster 1,30-39,1123.0,0.24844167408726625,279.0,0.25
Cluster 1,40-49,1123.0,0.3579697239536955,402.0,0.14905450500556172
Cluster 1,50+,1123.0,0.24577025823686555,276.0,0.2119815668202765

Cluster 2,15 below,761.0,0.09855453350854139,75.0,0.2976190476190476
Cluster 2,16-19,761.0,0.011826544021024968,9.0,0.04568527918781726
Cluster 2,20-29,761.0,0.023653088042049936,18.0,0.07377049180327869
Cluster 2,30-39,761.0,0.16951379763469118,129.0,0.11559139784946236
Cluster 2,40-49,761.0,0.5663600525624178,431.0,0.15980719317760475
Cluster 2,50+,761.0,0.13009198423127463,99.0,0.07603686635944701

Cluster 3,15 below,1319.0,0.011372251705837756,15.0,0.05952380952380952
Cluster 3,16-19,1319.0,0.039423805913570885,52.0,0.2639593908629442
Cluster 3,20-29,1319.0,0.022744503411675512,30.0,0.12295081967213115
Cluster 3,30-39,1319.0,0.1372251705837756,181.0,0.16218637992831542
Cluster 3,40-49,1319.0,0.6739954510993177,889.0,0.3296255098257323
Cluster 3,50+,1319.0,0.1152388172858226,152.0,0.11674347158218126

Cluster 4,15 below,494.0,0.06275303643724696,31.0,0.12301587301587301
Cluster 4,16-19,494.0,0.04251012145748988,21.0,0.1065989847715736
Cluster 4,20-29,494.0,0.06680161943319839,33.0,0.13524590163934427
Cluster 4,30-39,494.0,0.24493927125506074,121.0,0.10842293906810035
Cluster 4,40-49,494.0,0.3299595141700405,163.0,0.060437523173896925
Cluster 4,50+,494.0,0.25303643724696356,125.0,0.09600614439324116

Cluster 5,15 below,445.0,0.06292134831460675,28.0,0.1111111111111111
Cluster 5,16-19,445.0,0.02247191011235955,10.0,0.050761421319796954
Cluster 5,20-29,445.0,0.035955056179775284,16.0,0.06557377049180328
Cluster 5,30-39,445.0,0.1752808988764045,78.0,0.06989247311827956
Cluster 5,40-49,445.0,0.4853932584269663,216.0,0.08008898776418243
Cluster 5,50+,445.0,0.21797752808988763,97.0,0.07450076804915515

Cluster 6,15 below,1666.0,0.028211284513805522,47.0,0.1865079365079365
Cluster 6,16-19,1666.0,0.028811524609843937,48.0,0.2436548223350254
Cluster 6,20-29,1666.0,0.056422569027611044,94.0,0.38524590163934425
Cluster 6,30-39,1666.0,0.19687875150060025,328.0,0.2939068100358423
Cluster 6,40-49,1666.0,0.3577430972388956,596.0,0.22098628105302187
Cluster 6,50+,1666.0,0.3319327731092437,553.0,0.42473118279569894

