'userID', 'avgHoldTime', 'avgSeekTime', 'averageNgramTime', 'I ', 'AL', 'S ', 'KS', 'EI', 'D ', 'AK', 'L ', ' O', 'LE', 'MA', 'IN', 'SI', 'EL', 'E ', 'JA', 'LA'
203, 89, 693, 1567, 4867, 421, 468, 748, 577, 390, 2186, 1567, 749, 921, 734, 515, 437, 858, 749, 780, 1567
204, 92, 548, 1285, 750, 1155, 842, 952, 718, 514, 655, 1217, 796, 702, 468, 608, 359, 468, 624, 546, 702
206, 112, 2156, 4553, 468, 1061, 515, 4553, 421, 796, 437, 640, 1513, 608, 640, 390, 749, 515, 8627, 593, 593
207, 74, 763, 1675, 375, 514, 296, 312, 405, 281, 281, 702, 453, 546, 312, 687, 577, 374, 297, 530, 390
208, 95, 589, 1371, 375, 609, 2137, 811, 1014, 921, 967, 671, 3931, 436, 1981, 500, 827, 1996, 452, 671, 686
209, 90, 729, 1645, 390, 499, 671, 889, 827, 515, 1645, 640, 1279, 1046, 1716, 1014, 561, 546, 717, 639, 31233
210, 83, 1464, 3106, 2200, 780, 1264, 687, 452, 2231, 593, 3106, 1217, 874, 531, 406, 2886, 609, 1061, 421, 3106
212, 72, 2515, 5293, 408, 5293, 5293, 5293, 576, 5293, 5293, 5293, 5293, 495, 5293, 5293, 5293, 5293, 320, 439, 5293
213, 85, 4883, 9981, 374, 453, 2200, 359, 1045, 452, 9981, 9981, 1544, 1185, 6443, 1029, 952, 1154, 531, 562, 9981
214, 74, 573, 1301, 343, 156, 343, 515, 406, 562, 281, 499, 421, 436, 343, 531, 484, 484, 390, 405, 5772
215, 106, 695, 1609, 546, 608, 1950, 609, 531, 546, 436, 718, 717, 1609, 531, 515, 717, 1669, 514, 608, 577
216, 76, 1051, 2264, 874, 5117, 437, 671, 1138, 624, 2264, 2264, 561, 1809, 655, 5335, 437, 374, 343, 499, 437
217, 88, 1237, 2662, 811, 546, 406, 702, 421, 499, 2662, 608, 920, 639, 515, 952, 499, 2662, 422, 889, 2662
218, 88, 1237, 2662, 811, 546, 406, 702, 421, 499, 2662, 608, 920, 639, 515, 952, 499, 2662, 422, 889, 2662
219, 88, 1237, 2662, 811, 546, 406, 702, 421, 499, 2662, 608, 920, 639, 515, 952, 499, 2662, 422, 889, 2662
220, 87, 1053, 2291, 437, 578, 343, 452, 2291, 718, 686, 968, 546, 1014, 484, 1435, 624, 390, 499, 608, 255024
221, 87, 1053, 2291, 437, 578, 343, 452, 2291, 718, 686, 968, 546, 1014, 484, 1435, 624, 390, 499, 608, 255024
222, 81, 969, 2109, 6817, 639, 1841, 1326, 702, 1388, 1467, 530, 998, 499, 1404, 858, 390, 639, 359, 826, 422
223, 89, 861, 1982, 1982, 1982, 1982, 1982, 1982, 1982, 1982, 1982, 1982, 1982, 1982, 5488, 1982, 1982, 1982, 222, 1982
224, 82, 2550, 5376, 5376, 5376, 5376, 5376, 5376, 467, 5376, 5376, 5376, 5376, 5376, 561, 5376, 5376, 5376, 5376, 5376
227, 91, 862, 1913, 421, 655, 406, 748, 765, 530, 1913, 858, 717, 827, 827, 530, 436, 1217, 655, 890, 499
229, 123, 808, 1873, 1295, 1826, 764, 593, 921, 2278, 1873, 873, 2512, 1873, 904, 920, 1873, 1029, 1748, 780, 1060
230, 101, 1030, 2272, 312, 733, 468, 2272, 375, 1357, 546, 2272, 421, 375, 656, 780, 671, 1045, 406, 764, 733
231, 101, 1030, 2272, 312, 733, 468, 2272, 375, 1357, 546, 2272, 421, 375, 656, 780, 671, 1045, 406, 764, 733
232, 106, 978, 2178, 546, 1670, 421, 530, 609, 687, 718, 1732, 12168, 1186, 453, 765, 1232, 2028, 1108, 671, 2178
233, 105, 772, 1760, 484, 921, 1935, 734, 515, 1170, 561, 1279, 967, 390, 1497, 468, 577, 904, 530, 920, 1760
234, 95, 973, 2145, 890, 718, 499, 1201, 593, 562, 2145, 530, 2340, 546, 391, 577, 874, 406, 468, 484, 1170
235, 104, 6087, 12613, 12613, 320, 12613, 12613, 12613, 12613, 12613, 12613, 12613, 440, 12613, 12613, 550, 12613, 12613, 472, 368
236, 95, 973, 2145, 890, 718, 499, 1201, 593, 562, 2145, 530, 2340, 546, 391, 577, 874, 406, 468, 484, 1170
237, 92, 708, 1608, 3790, 560, 1090, 610, 593, 530, 432, 971, 1388, 772, 690, 1077, 782, 943, 4451, 420, 701
241, 101, 4271, 8775, 483, 1139, 1248, 733, 6677, 608, 8775, 484, 1529, 983, 577, 499, 1061, 374, 437, 655, 8775
242, 97, 989, 2182, 780, 873, 374, 998, 531, 624, 2182, 499, 437, 2182, 436, 546, 1233, 468, 593, 452, 718
243, 88, 616, 1414, 468, 1014, 1202, 530, 780, 1014, 530, 1414, 858, 624, 999, 624, 624, 515, 421, 687, 687
244, 85, 542, 1261, 702, 1139, 733, 1261, 1261, 1092, 1261, 14899, 842, 842, 530, 499, 514, 826, 671, 717, 1903
246, 110, 1365, 3340, 3340, 3340, 3340, 3340, 13127, 3340, 3340, 3340, 3340, 3340, 3340, 3340, 3340, 3340, 3340, 3340, 3340
247, 105, 998, 2216, 1435, 764, 2122, 1076, 531, 515, 2216, 717, 811, 1295, 2216, 2747, 686, 655, 1435, 843, 2216
248, 102, 5041, 10342, 405, 967, 468, 10342, 921, 1591, 515, 952, 1076, 531, 515, 437, 437, 10342, 514, 530, 1030
249, 102, 743, 1695, 2996, 765, 640, 686, 655, 2917, 515, 1695, 874, 764, 687, 577, 1685, 562, 1185, 639, 904
250, 101, 772, 1754, 421, 702, 842, 765, 874, 655, 1358, 2683, 1170, 514, 624, 437, 500, 1754, 983, 998, 904
251, 92, 1148, 2494, 639, 780, 484, 890, 2494, 328, 344, 842, 577, 468, 499, 577, 1248, 874, 656, 530, 437
252, 92, 1148, 2494, 639, 780, 484, 890, 2494, 328, 344, 842, 577, 468, 499, 577, 1248, 874, 656, 530, 437
253, 92, 1148, 2494, 639, 780, 484, 890, 2494, 328, 344, 842, 577, 468, 499, 577, 1248, 874, 656, 530, 437
254, 81, 633, 1435, 328, 577, 328, 655, 1014, 546, 670, 1435, 889, 359, 452, 1435, 733, 765, 390, 468, 562
255, 89, 1143, 2476, 499, 484, 359, 2746, 515, 437, 374, 2476, 2476, 452, 515, 2278, 421, 546, 421, 889, 6880
256, 75, 766, 1691, 578, 1691, 281, 562, 670, 515, 468, 437, 858, 592, 390, 421, 1545, 421, 343, 2075, 1691
257, 94, 640, 1518, 361, 1518, 1518, 1518, 344, 1518, 1518, 1518, 1518, 1518, 1518, 1735, 1518, 1518, 1518, 1518, 1518
258, 76, 2997, 6180, 1982, 546, 842, 593, 733, 1622, 1154, 6180, 905, 936, 842, 422, 1060, 562, 1466, 359, 6180
259, 76, 2997, 6180, 1982, 546, 842, 593, 733, 1622, 1154, 6180, 905, 936, 842, 422, 1060, 562, 1466, 359, 6180
260, 96, 6440, 13142, 484, 421, 671, 640, 843, 1138, 967, 1513, 904, 296, 983, 1294, 1326, 406, 1060, 1185, 343
261, 87, 703, 1587, 452, 640, 296, 468, 2558, 999, 515, 562, 904, 1587, 608, 890, 1014, 437, 827, 390, 577
262, 104, 899, 2014, 483, 2014, 1623, 515, 562, 671, 2014, 2014, 874, 702, 1170, 640, 640, 2014, 780, 921, 749
263, 85, 1300, 2782, 2949, 452, 390, 593, 2782, 1607, 515, 577, 843, 515, 468, 515, 952, 748, 359, 2782, 2782
264, 78, 675, 1514, 499, 468, 328, 437, 795, 702, 671, 531, 1154, 499, 437, 577, 952, 1514, 405, 936, 578
265, 96, 574, 1347, 359, 608, 421, 624, 374, 1513, 1347, 718, 733, 437, 421, 1347, 486, 483, 374, 468, 1560
266, 100, 830, 1870, 940, 500, 1411, 1040, 520, 1191, 410, 1870, 1510, 440, 490, 520, 790, 390, 1260, 560, 1210
267, 79, 1554, 3284, 359, 436, 1825, 515, 780, 795, 577, 3284, 3284, 297, 468, 530, 312, 484, 312, 671, 873
268, 99, 891, 2070, 2070, 2070, 2070, 2070, 2070, 2070, 2070, 2070, 2070, 2070, 2070, 2070, 2070, 2070, 2070, 2070, 2070
269, 86, 9018, 18322, 450, 620, 1191, 1025, 531, 1560, 370, 760, 1410, 340, 792, 470, 18322, 450, 380, 671, 18322
270, 84, 2341, 4874, 609, 920, 374, 1061, 4874, 484, 4874, 1077, 359, 4874, 4874, 4874, 1030, 2012, 484, 905, 4874
271, 86, 1275, 2739, 359, 452, 749, 2356, 951, 452, 531, 2739, 686, 343, 1154, 437, 1186, 515, 343, 592, 2739
273, 87, 2811, 5832, 811, 765, 1763, 5832, 671, 593, 5832, 5832, 936, 406, 437, 592, 5832, 764, 390, 593, 858
274, 94, 686, 1570, 343, 686, 1824, 780, 468, 951, 577, 750, 780, 811, 546, 968, 1570, 1436, 3681, 436, 733
275, 85, 2143, 4485, 904, 718, 921, 4485, 1014, 1216, 4485, 936, 4485, 936, 1732, 1092, 749, 561, 749, 1140, 1201
276, 78, 662, 1491, 421, 920, 375, 655, 1491, 624, 2465, 5601, 920, 530, 827, 546, 4836, 733, 515, 764, 405
277, 95, 611, 1422, 562, 1264, 608, 873, 390, 1422, 500, 639, 686, 422, 702, 515, 1422, 1030, 390, 593, 1170
278, 101, 785, 1783, 592, 686, 982, 1783, 531, 1263, 1783, 1014, 1783, 702, 1783, 1061, 609, 1092, 6661, 717, 1170
279, 62, 402, 993, 993, 993, 993, 993, 307, 993, 993, 993, 993, 256, 993, 416, 993, 448, 240, 993, 993
280, 107, 736, 1697, 483, 624, 686, 687, 1697, 1763, 655, 936, 609, 390, 671, 609, 1697, 889, 577, 717, 1697
281, 113, 1497, 3241, 546, 1077, 608, 874, 3241, 531, 3241, 952, 1201, 358, 515, 593, 1372, 422, 795, 3241, 874
282, 110, 1077, 2390, 530, 780, 812, 592, 2390, 764, 2390, 890, 2901, 765, 578, 1731, 2390, 437, 515, 360, 1045
283, 90, 1711, 3624, 1591, 718, 531, 3624, 951, 312, 640, 3624, 796, 499, 390, 499, 3624, 327, 375, 2371, 358
284, 109, 807, 1841, 562, 811, 546, 1841, 952, 1841, 1841, 1279, 764, 1513, 562, 983, 812, 624, 780, 827, 1841
285, 87, 832, 1851, 344, 390, 359, 561, 546, 1851, 327, 546, 390, 312, 671, 687, 500, 406, 312, 1851, 530
286, 90, 2302, 4821, 2356, 4821, 374, 1077, 390, 1217, 2886, 687, 842, 593, 453, 4821, 624, 795, 1092, 936, 37783
287, 94, 766, 1733, 1248, 390, 4056, 1733, 546, 1733, 1733, 811, 1733, 312, 733, 702, 1450, 452, 593, 764, 1733
288, 90, 766, 1725, 328, 562, 436, 702, 374, 1217, 890, 562, 1919, 358, 967, 500, 436, 1725, 811, 1982, 593
289, 101, 1190, 2600, 562, 2600, 2153, 749, 593, 2574, 452, 2600, 2606, 4977, 499, 2600, 640, 2600, 452, 983, 2600
290, 84, 1156, 2683, 2683, 2683, 272, 2683, 2683, 2683, 2683, 2683, 2683, 2683, 2683, 440, 2683, 2683, 2683, 2683, 2683
291, 121, 964, 2185, 718, 780, 406, 577, 2185, 1701, 670, 608, 826, 593, 889, 640, 437, 2185, 749, 546, 2185
292, 95, 883, 1962, 795, 593, 889, 639, 515, 1482, 688, 546, 2558, 1962, 1962, 812, 952, 1962, 858, 500, 733
293, 95, 883, 1962, 795, 593, 889, 639, 515, 1482, 688, 546, 2558, 1962, 1962, 812, 952, 1962, 858, 500, 733
295, 92, 1105, 2410, 749, 2410, 531, 733, 624, 562, 406, 2410, 2410, 2683, 468, 719, 468, 2410, 641, 717, 3400
296, 92, 1105, 2410, 749, 2410, 531, 733, 624, 562, 406, 2410, 2410, 2683, 468, 719, 468, 2410, 641, 717, 3400
297, 91, 6001, 12285, 780, 1513, 608, 687, 12285, 484, 687, 12285, 2746, 12285, 499, 499, 12285, 12285, 671, 546, 12285
299, 81, 2105, 4414, 452, 873, 344, 4414, 1123, 546, 4414, 531, 390, 967, 4414, 686, 4414, 561, 437, 2386, 4414
300, 92, 964, 2134, 2134, 2134, 577, 2134, 2134, 3806, 874, 2134, 905, 500, 531, 858, 780, 2134, 390, 796, 827
301, 75, 2006, 4632, 624, 4632, 4632, 4632, 22976, 4632, 4632, 4632, 496, 536, 4632, 4632, 4632, 4632, 4632, 11136, 4632
302, 108, 1028, 2303, 780, 2200, 890, 2303, 2303, 671, 2303, 2303, 936, 2303, 514, 2699, 546, 2303, 2303, 2303, 2169
303, 91, 832, 1871, 593, 561, 670, 1871, 1310, 1871, 1871, 422, 1076, 1871, 1871, 1871, 1871, 624, 577, 624, 1529
304, 105, 1168, 2588, 546, 2588, 2402, 2588, 437, 7223, 2588, 1529, 1061, 499, 2588, 530, 2588, 624, 406, 2588, 2588
305, 103, 936, 2108, 1201, 2108, 2108, 2108, 1076, 499, 390, 2108, 920, 422, 1265, 483, 2108, 499, 2108, 2137, 437
306, 82, 993, 2200, 687, 2200, 2200, 827, 2200, 468, 2200, 2200, 2200, 2200, 2200, 2200, 515, 2200, 2200, 1092, 2200
308, 90, 1246, 4287, 4287, 4287, 4287, 4287, 566, 4287, 4287, 4287, 4287, 4287, 4287, 4287, 4287, 4287, 4287, 6120, 4287
309, 67, 3364, 7754, 7754, 7754, 7754, 7754, 3496, 7754, 7754, 7754, 7754, 7754, 7754, 7754, 7754, 7754, 7754, 7754, 7754
310, 81, 956, 2121, 2121, 2121, 2121, 634, 787, 420, 2121, 2121, 2121, 2121, 2121, 2121, 767, 2121, 2121, 468, 2121
311, 67, 3364, 7754, 7754, 7754, 7754, 7754, 3496, 7754, 7754, 7754, 7754, 7754, 7754, 7754, 7754, 7754, 7754, 7754, 7754
312, 87, 914, 2067, 831, 2067, 2067, 2067, 13000, 2067, 1576, 2067, 2067, 1968, 1296, 1273, 2067, 2067, 2067, 3400, 2067
313, 56, 3548, 8507, 497, 8507, 8507, 8507, 44024, 8507, 8507, 8507, 480, 608, 8507, 8507, 8507, 8507, 8507, 8507, 8507
314, 86, 1314, 2928, 2928, 2928, 2928, 2928, 27688, 2928, 2928, 2928, 2928, 2928, 2928, 431, 2928, 2928, 2928, 2928, 2928
315, 93, 1740, 3766, 480, 3766, 3766, 3766, 9856, 3766, 3766, 360, 592, 521, 448, 3766, 3766, 832, 801, 3766, 3766
316, 69, 1320, 3100, 808, 3100, 3100, 3100, 1992, 3100, 3100, 3100, 617, 632, 3100, 3100, 3100, 3100, 3100, 7767, 3100
317, 96, 3370, 8276, 752, 8276, 8276, 8276, 8276, 8276, 8276, 8276, 8276, 8276, 8276, 8276, 8276, 8276, 8276, 5584, 8276
319, 73, 1913, 4428, 367, 4428, 4428, 4428, 13551, 4428, 4428, 4428, 425, 312, 4428, 4428, 4428, 4428, 4428, 4428, 4428
320, 71, 6839, 14681, 88528, 14681, 14681, 14681, 176786, 569, 14681, 14681, 14681, 14681, 14681, 616, 14681, 14681, 14681, 14681, 14681
321, 141, 927, 2296, 2296, 2296, 2296, 2296, 2296, 2296, 2296, 2296, 2296, 2296, 2296, 2296, 2296, 2296, 2296, 2296, 2296
322, 100, 1860, 4323, 4323, 4323, 4323, 4323, 4323, 4323, 4323, 4323, 4323, 4323, 4323, 839, 4323, 4323, 4323, 29024, 4323
323, 75, 1620, 3665, 3665, 3665, 3665, 3665, 3665, 3665, 3665, 3665, 3665, 3665, 3665, 3665, 3665, 3665, 3665, 8304, 3665
324, 106, 1557, 3519, 3519, 3519, 3519, 3519, 3519, 3519, 3519, 3519, 3519, 3519, 3519, 3519, 3519, 3519, 3519, 9079, 3519
325, 90, 5938, 13837, 13837, 13837, 13837, 13837, 13837, 13837, 13837, 13837, 615, 13837, 13837, 13837, 13837, 13837, 13837, 66921, 13837
326, 110, 957, 2198, 2198, 2198, 2198, 2198, 2198, 2198, 2198, 2198, 2198, 624, 2198, 2198, 2198, 2198, 2198, 3783, 2198
327, 5, 799, 1750, 544, 1750, 1750, 1750, 4534, 1750, 1750, 1750, 624, 390, 1750, 445, 1750, 502, 348, 1750, 1750
328, 95, 3865, 9342, 1096, 9342, 9342, 9342, 32648, 9342, 9342, 9342, 671, 680, 9342, 9342, 9342, 9342, 9342, 9342, 9342
329, 82, 983, 2293, 1096, 2293, 2293, 544, 2293, 2293, 2293, 2293, 625, 768, 2293, 2293, 2293, 2293, 824, 21000, 2293
330, 25, 926, 1974, 1349, 1974, 1974, 1974, 1974, 1974, 1974, 1974, 1974, 1974, 1974, 453, 1974, 1974, 1974, 6422, 1974
331, 28, 1468, 3005, 3005, 1050, 707, 3005, 12740, 813, 2032, 3005, 1104, 1354, 1061, 1130, 1100, 908, 3005, 5961, 3005
332, 66, 816, 1776, 417, 318, 385, 316, 7117, 368, 750, 490, 935, 265, 381, 703, 1776, 432, 251, 396, 701
333, 71, 879, 1925, 1925, 1925, 1925, 1925, 1925, 1925, 1925, 1925, 1925, 1925, 1925, 1925, 1925, 1925, 1925, 1925, 1925
334, 61, 326, 810, 810, 810, 810, 810, 4576, 810, 810, 810, 810, 810, 810, 440, 810, 810, 392, 810, 810
335, 38, 2063, 4776, 4776, 4776, 4776, 4776, 4776, 4776, 4776, 4776, 4776, 4776, 4776, 4776, 4776, 4776, 4776, 4776, 4776
336, 6, 987, 2113, 2113, 2113, 2113, 2113, 2113, 2113, 2113, 2113, 2113, 2113, 2113, 2113, 2113, 2113, 2113, 2113, 2113
337, 5, 1031, 2166, 2166, 2166, 2166, 2166, 2166, 2166, 2166, 2166, 2166, 2166, 2166, 2166, 2166, 2166, 2166, 2166, 2166
338, 83, 797, 1787, 207, 290, 1787, 1787, 1787, 518, 639, 390, 357, 1787, 395, 1787, 244, 338, 1787, 1787, 337
339, 8, 3482, 11517, 11517, 11517, 11517, 11517, 11517, 11517, 11517, 11517, 11517, 11517, 11517, 11517, 11517, 11517, 11517, 11517, 11517
340, 26, 57, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253
341, 14, 509, 1061, 437, 1061, 1061, 1061, 8232, 1061, 1061, 1061, 1061, 1061, 1061, 324, 1061, 310, 1061, 1061, 1061
342, 15, 1298, 2959, 2959, 2959, 2959, 2959, 2959, 2959, 2959, 2959, 2959, 2959, 2959, 2959, 2959, 2959, 731, 2959, 2959
343, 86, 3360, 7002, 1020, 7002, 535, 669, 27634, 2195, 20170, 7002, 1086, 7002, 500, 6170, 653, 7002, 7002, 653, 2390
344, 6, 2023, 4674, 4674, 4674, 4674, 4674, 4674, 4674, 4674, 4674, 4674, 4674, 4674, 4674, 4674, 4674, 4674, 4674, 4674
345, 6, 1863, 4041, 4041, 4041, 4041, 4041, 4041, 4041, 4041, 4041, 4041, 4041, 4041, 4041, 4041, 4041, 4041, 4041, 4041
346, 16, 726, 1547, 1547, 1547, 1547, 1547, 1547, 1547, 1547, 1547, 1547, 1547, 1547, 1547, 1547, 1547, 1547, 1547, 1547
347, 107, 927, 2192, 2192, 2192, 2192, 1606, 2192, 2192, 1477, 2192, 2192, 2192, 2192, 2192, 2192, 2192, 2192, 2192, 807
348, 5, 614, 1266, 1266, 1266, 1266, 1266, 1266, 1266, 1266, 1266, 1266, 1266, 1266, 1266, 1266, 1266, 1266, 1266, 1266
349, 19, 1588, 5232, 5232, 5232, 5232, 5232, 7650, 5232, 5232, 5232, 5232, 5232, 5232, 5232, 5232, 5232, 5232, 5232, 5232
350, 10, 4134, 9365, 9365, 9365, 9365, 9365, 9365, 9365, 9365, 9365, 9365, 9365, 9365, 9365, 9365, 9365, 9365, 9365, 9365
352, 21, 2307, 5087, 5087, 5087, 5087, 5087, 5087, 5087, 5087, 5087, 570, 5087, 5087, 455, 5087, 5087, 1018, 15665, 5087
353, 5, 1176, 2537, 2537, 2537, 2537, 2537, 2537, 2537, 2537, 2537, 2537, 2537, 2537, 2537, 2537, 2537, 2537, 2537, 2537
354, 88, 2027, 4285, 365, 585, 427, 551, 496, 4285, 2962, 547, 687, 4285, 4285, 500, 4285, 4285, 384, 485, 401
355, 82, 670, 1528, 352, 560, 1528, 304, 304, 312, 416, 384, 872, 632, 392, 456, 1528, 1528, 816, 488, 1528
356, 24, 2019, 4327, 4327, 4327, 4327, 4327, 7858, 4327, 4327, 4327, 4327, 4327, 4327, 571, 4327, 4327, 288, 4327, 4327
357, 24, 2019, 4327, 4327, 4327, 4327, 4327, 7858, 4327, 4327, 4327, 4327, 4327, 4327, 571, 4327, 4327, 288, 4327, 4327
358, 8, 5157, 10921, 10921, 10921, 10921, 10921, 10921, 10921, 10921, 10921, 10921, 10921, 10921, 10921, 10921, 10921, 10921, 10921, 10921
360, 71, 662, 1482, 352, 377, 176, 232, 1208, 207, 1482, 1482, 432, 304, 360, 1482, 352, 1482, 176, 1482, 304
361, 65, 870, 1945, 1945, 1945, 1945, 1945, 1945, 928, 1945, 1945, 1945, 1945, 1945, 1945, 1945, 1945, 1945, 496, 1945
362, 99, 709, 1673, 1673, 745, 1673, 1673, 1673, 1673, 1673, 1673, 1673, 408, 1673, 1673, 1673, 352, 656, 1673, 1673
363, 73, 1305, 2826, 2826, 416, 2826, 2826, 320, 288, 2826, 2826, 2826, 2826, 2826, 2826, 2826, 2826, 2826, 264, 2826
364, 82, 356, 931, 931, 272, 931, 931, 576, 359, 931, 931, 931, 931, 931, 931, 931, 931, 931, 931, 931
365, 76, 3669, 7439, 1005, 7439, 7439, 720, 674, 515, 7439, 7439, 670, 7439, 7439, 535, 686, 7439, 7439, 122495, 540
366, 81, 1584, 3361, 926, 602, 3361, 3361, 3361, 782, 8575, 3361, 769, 464, 600, 3361, 615, 1033, 1932, 984, 397
367, 72, 1802, 3781, 440, 312, 3781, 3781, 3781, 303, 3781, 3781, 3781, 376, 3781, 232, 3781, 432, 232, 272, 3781
368, 71, 600, 1344, 832, 752, 209, 159, 273, 280, 360, 240, 176, 257, 193, 280, 320, 305, 416, 408, 248
369, 76, 990, 2138, 288, 2336, 336, 431, 360, 353, 608, 232, 440, 312, 311, 41759, 305, 288, 176, 320, 224
370, 86, 1241, 2673, 374, 246, 350, 315, 2673, 755, 2673, 295, 294, 2673, 2673, 2673, 2673, 2673, 781, 2673, 525
371, 71, 2837, 5875, 376, 200, 352, 264, 282, 240, 312, 328, 384, 208, 264, 528, 223, 224, 5875, 5875, 456
372, 87, 1319, 2820, 294, 232, 344, 320, 20361, 392, 2820, 2820, 196, 368, 257, 368, 311, 337, 392, 560, 265
373, 90, 1198, 2583, 432, 672, 448, 528, 560, 400, 2583, 600, 696, 960, 632, 487, 480, 624, 544, 1040, 480
374, 85, 2074, 4338, 520, 416, 440, 4338, 648, 839, 4338, 664, 1000, 488, 4338, 4338, 4338, 496, 600, 4338, 4338
375, 98, 1709, 3663, 3663, 3663, 3663, 3663, 3663, 3663, 3663, 3663, 3663, 3663, 3663, 457, 3663, 521, 3663, 424, 603
376, 86, 1345, 2870, 440, 360, 2870, 2870, 1928, 480, 2870, 2870, 464, 744, 2870, 624, 512, 432, 320, 2870, 472
377, 75, 5100, 11028, 11028, 376, 416, 11028, 39303, 11028, 11028, 11028, 456, 11028, 11028, 11028, 528, 11028, 11028, 100624, 11028
378, 74, 1271, 2701, 248, 523, 194, 461, 178, 460, 2701, 347, 284, 372, 283, 366, 529, 247, 252, 261, 421
379, 88, 1730, 4289, 978, 4289, 4289, 4289, 4504, 4289, 4289, 4289, 392, 360, 4289, 4289, 4289, 4289, 4289, 4289, 4289
380, 78, 2831, 5847, 304, 5847, 992, 624, 297, 5847, 221, 248, 345, 376, 320, 592, 344, 240, 416, 488, 5847
381, 21, 467, 997, 485, 997, 997, 213, 3892, 387, 224, 997, 997, 325, 264, 366, 997, 248, 362, 997, 997
382, 21, 467, 997, 485, 997, 997, 213, 3892, 387, 224, 997, 997, 325, 264, 366, 997, 248, 362, 997, 997
383, 91, 1553, 3503, 3503, 499, 3503, 3503, 3503, 3503, 3503, 3503, 3503, 518, 3503, 3503, 3503, 3503, 988, 3503, 3503
384, 90, 315, 791, 840, 280, 368, 432, 791, 791, 304, 791, 791, 791, 456, 791, 1000, 791, 354, 791, 791
385, 71, 6068, 12778, 12778, 12778, 12778, 12778, 311, 12778, 12778, 12778, 12778, 12778, 12778, 12778, 12778, 12778, 12778, 15241, 328
386, 87, 436, 1053, 576, 464, 257, 176, 1256, 264, 408, 1053, 696, 256, 400, 368, 1053, 440, 232, 664, 2255
387, 81, 928, 2034, 2034, 2034, 344, 167, 376, 896, 208, 2034, 256, 360, 425, 2034, 2034, 704, 2034, 2034, 2034
388, 86, 908, 2005, 520, 439, 360, 360, 1568, 303, 551, 2005, 1328, 2005, 351, 313, 313, 2005, 2005, 1361, 424
389, 83, 1554, 3291, 328, 3291, 425, 880, 392, 223, 3291, 1400, 304, 312, 377, 487, 280, 681, 240, 99511, 367
390, 91, 3461, 7187, 440, 847, 7187, 16512, 2160, 296, 7187, 7187, 7025, 288, 377, 416, 7187, 7187, 256, 352, 7187
391, 82, 919, 2009, 976, 256, 472, 311, 18656, 3968, 448, 295, 215, 272, 448, 273, 319, 368, 312, 744, 295
392, 90, 554, 1298, 408, 448, 353, 1298, 1298, 391, 1298, 513, 320, 1298, 392, 1298, 280, 568, 1298, 496, 672
393, 72, 538, 1223, 266, 405, 286, 240, 258, 364, 1223, 437, 246, 319, 262, 520, 187, 285, 561, 355, 327
394, 84, 1619, 3412, 743, 552, 567, 760, 561, 360, 3412, 729, 792, 744, 624, 528, 408, 616, 1687, 584, 441
395, 83, 1755, 3402, 273, 719, 336, 984, 503, 296, 3402, 3402, 360, 545, 3402, 3402, 376, 384, 536, 3402, 408
396, 80, 474, 1113, 274, 243, 169, 1113, 397, 383, 1113, 1010, 308, 294, 201, 258, 177, 482, 258, 970, 329
397, 97, 683, 1582, 1141, 7064, 1582, 572, 1582, 1582, 1582, 289, 1582, 1582, 425, 475, 1582, 324, 417, 3362, 544
398, 78, 761, 1689, 720, 311, 272, 1689, 224, 200, 224, 1689, 368, 1689, 327, 465, 232, 367, 335, 456, 496
399, 71, 1079, 2308, 376, 232, 792, 248, 9384, 169, 2308, 183, 224, 600, 217, 392, 168, 272, 2192, 384, 305
400, 77, 184, 559, 559, 559, 559, 559, 559, 559, 559, 559, 351, 559, 559, 302, 350, 559, 519, 559, 304
401, 72, 1290, 2735, 903, 359, 199, 304, 216, 442, 560, 216, 296, 321, 321, 416, 176, 264, 409, 335, 312
402, 73, 1121, 2400, 284, 2400, 215, 352, 256, 336, 336, 360, 832, 289, 440, 480, 400, 536, 240, 361, 408
403, 78, 1029, 2228, 456, 576, 176, 232, 2228, 399, 1640, 2228, 288, 1096, 2228, 360, 488, 328, 247, 952, 1024
404, 90, 4069, 8488, 8488, 8488, 8488, 8488, 8488, 455, 8488, 8488, 8488, 8488, 8488, 504, 256, 8488, 216, 8488, 1105
405, 70, 3029, 6229, 265, 6229, 264, 280, 3857, 336, 480, 200, 192, 481, 208, 257, 528, 175, 912, 256, 232
406, 77, 821, 1810, 344, 483, 249, 360, 264, 344, 1810, 1810, 287, 304, 328, 1810, 400, 1810, 224, 367, 296
407, 83, 755, 1655, 336, 320, 272, 296, 272, 328, 328, 1655, 5360, 294, 384, 425, 1407, 1655, 248, 416, 296
408, 85, 1336, 2855, 424, 328, 352, 264, 608, 241, 376, 2855, 320, 2855, 536, 48008, 399, 600, 800, 456, 368
409, 74, 214, 586, 586, 586, 586, 586, 586, 586, 586, 586, 586, 586, 586, 366, 586, 586, 344, 586, 320
410, 73, 905, 1969, 240, 544, 688, 312, 232, 408, 312, 384, 3080, 1969, 304, 304, 248, 320, 361, 352, 976
411, 81, 600, 1366, 432, 256, 144, 248, 272, 227, 296, 480, 400, 280, 240, 328, 264, 1366, 184, 424, 13792
412, 80, 1084, 2339, 200, 888, 223, 319, 240, 296, 495, 296, 601, 240, 288, 688, 352, 287, 192, 240, 944
