num,userID,avgHoldTime,avgSeekTime,averageNgramTime,I,AL,S,KS,EI,D,AK,L,O,LE,MA,IN,SI,EL,E,JA,LA,label
2735,2843,59,745,1610,439,729,1768,659,999,1410,860,1647,1988,580,787,479,749,639,1731,601,691,2
2736,2844,66,830,1729,552,830,449,562,750,465,1299.677705,750,671,521,627,802,760.6002876,632,569,695,1178,2
2737,2845,63,838,1804,820,916,3330,882,830,8949,768,2284,636,611,447,1166,585,2579,2532,9797,615,2
2738,2846,65,3233,6619,1003.300417,639,323,639.5986021,2009.008122,5421,700,686,1781.120632,675.6157162,871.4956309,1381,10447,771,965.0537283,910,1205,2
2739,2847,65,1942,4164,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,638,675.6157162,871.4956309,826.7466775,591,647.9096863,1546,1379.438976,1000.98157,2
2740,2848,65,1900,3996,861,717.1615618,1510.093069,639.5986021,2009.008122,448,1299.677705,1664,1781.120632,675.6157162,435,826.7466775,760.6002876,579,638,1379.438976,1000.98157,2
2741,2849,64,844,1796,2605,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,733,1747.429268,1781.120632,675.6157162,1273,826.7466775,760.6002876,647.9096863,965.0537283,1379.438976,350,2
2742,2850,63,813,1779,4248,447,347,561,2009.008122,1177.30961,1299.677705,1747.429268,4499,675.6157162,871.4956309,650,592,647.9096863,965.0537283,2258,1000.98157,2
2743,2851,70,978,2113,1003.300417,717.1615618,1783,531,1145,373,1299.677705,1747.429268,495,852,496,1048,760.6002876,647.9096863,435,460,1000.98157,2
2744,2852,74,1030,2211,475,797,323,566,490,562,867,516,477,510,471,509,750,684,685,707,651,2
2745,2853,81,932,2062,8692,401,6160,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,339,675.6157162,373,2799,760.6002876,647.9096863,796,2939,319,2
2746,2854,69,1089,2330,1575,920,408,759,2009.008122,407,600,1747.429268,364,517,918,511,760.6002876,1768,633,430,1317,2
2747,2855,67,651,1438,871,576,954,870,883,4047,615,995,516,366,611,489,349,452,401,464,660,2
2748,2856,73,928,1969,533,534,434,450,2009.008122,966,518,1747.429268,1781.120632,315,433,826.7466775,760.6002876,436,417,445,1000.98157,2
2749,2857,73,703,1574,548,847,3965,639.5986021,2009.008122,1800,1299.677705,1747.429268,1781.120632,1218,531,449,760.6002876,647.9096863,2119,832,383,2
2750,2858,70,6372,13552,1316,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1499,580,838,826.7466775,760.6002876,647.9096863,965.0537283,1379.438976,1000.98157,2
2751,2859,73,1769,3708,767,1182,2096,639.5986021,500,402,1299.677705,1747.429268,1337,416,364,382,417,498,384,467,498,2
2752,2860,72,1681,3536,468,717.1615618,600,728,2009.008122,434,1299.677705,1739,1781.120632,734,527,666,551,547,468,818,1000.98157,2
2753,2861,71,580,1371,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,579,871.4956309,826.7466775,760.6002876,647.9096863,965.0537283,500,860,2
2754,2862,63,1539,3301,470,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,3000,1019,551,651,826.7466775,659,647.9096863,669,1379.438976,1000.98157,2
2755,2863,64,2490,5122,500,733,1484,767,825,617,630,1747.429268,1781.120632,600,949,449,669,569,583,577,550,2
2756,2864,84,571,1412,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,826.7466775,338,647.9096863,965.0537283,1379.438976,1000.98157,2
2757,2865,64,804,1744,452,881,950,593,800,519,782,7167,1675,680,536,768,578,525,466,2367,630,2
2758,2866,62,528,1198,1003.300417,725,1510.093069,639.5986021,757,545,1299.677705,1747.429268,1781.120632,977,996,826.7466775,760.6002876,720,470,717,1000.98157,2
2759,2867,66,877,1889,965,788,1917,749,767,15886,668,1747.429268,616,878,652,499,581,799,5782,906,758,2
2760,2868,68,873,1912,1003.300417,650,382,632,2009.008122,1177.30961,636,1747.429268,1781.120632,314,616,683,277,647.9096863,1034,1379.438976,336,2
2761,2869,65,812,1759,1601,731,451,616,602,598,649,2501,1334,683,643,811,329,737,4330,612,349,2
2762,2870,72,891,1930,516,505,2817,594,1180,447,679,587,58397,437,505,664,723,495,36109,447,617,2
2763,2871,66,1245,2628,651,851,4108,1075,999,420,747,1747.429268,13651,688,747,480,580,779,428,510,757,2
2764,2872,74,718,1706,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,579,760.6002876,647.9096863,965.0537283,708,1000.98157,2
2765,2873,82,1317,2853,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,826.7466775,760.6002876,647.9096863,965.0537283,1379.438976,1000.98157,2
2766,2874,76,1715,3589,459,568,1907,559,1315,500,968,787,1568,399,498,5305,561,700,427,608,450,2
2767,2875,7,939,1988,1003.300417,717.1615618,1510.093069,639.5986021,407,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,343,705,760.6002876,647.9096863,965.0537283,417,1000.98157,2
2768,2876,80,620,1448,1003.300417,717.1615618,332,639.5986021,2009.008122,513,1299.677705,1747.429268,1781.120632,854,871.4956309,361,760.6002876,310,965.0537283,2048,1000.98157,2
2769,2877,65,885,1902,1296,449,8737,399,519,397,468,646,589,530,832,839,489,689,241,460,400,2
2770,2878,68,1177,2494,580,539,380,450,428,1276,658,1567,450,431,509,579,498,481,390,548,630,2
2771,2879,80,1259,2683,887,818,609,2204,4473,530,599,850,790,1058,469,1049,1179,752,1578,500,659,2
2772,2880,73,685,1603,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,826.7466775,760.6002876,647.9096863,965.0537283,1379.438976,1000.98157,2
2773,2881,63,875,1883,618,841,1510.093069,662,499,3301,1299.677705,1747.429268,1050,631,822,590,521,649,430,682,871,2
2774,2882,69,859,1861,735,7686,1063,685,506,438,1589,1190,1728,415,817,506,835,663,268,347,387,2
2775,2883,67,1629,3385,1736,815,357,378,2009.008122,3579,586,1281,683,656,417,547,349,1213,298,627,398,2
2776,2884,77,1439,3038,697,748,848,639.5986021,607,717,1299.677705,886,804,419,380,487,619,1465,3428,588,386,2
2777,2885,69,1218,2577,667,458,498,578,509,1068,758,887,1344,748,766,1525,479,348,547,596,676,2
2778,2886,79,2436,5389,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,826.7466775,760.6002876,647.9096863,965.0537283,1379.438976,1000.98157,2
2779,2887,82,301,810,1003.300417,717.1615618,387,639.5986021,2009.008122,366,1299.677705,1747.429268,1781.120632,324,871.4956309,443,760.6002876,332,965.0537283,1379.438976,1000.98157,2
2780,2888,61,885,1897,1809,448,1618,784,568,2699,788,413,9986,619,551,549,374,799,1036,766,384,2
2781,2889,62,1779,3690,534,552,381,639.5986021,617,1005,733,450,501,465,389,819,368,466,392,992,365,2
2782,2890,71,1052,2254,482,633,449,639.5986021,718,701,1299.677705,1747.429268,1781.120632,419,500,634,760.6002876,983,1029,483,778,2
2783,2891,69,1111,2365,531,8364,1786,1484,997,498,1547,782,624,748,689,482,766,1618,381,655,815,2
2784,2892,68,846,1832,656,563,1478,639.5986021,924,493,1299.677705,522,543,744,1402,655,543,663,302,742,766,2
2785,2893,67,1351,2842,544,854,337,674,398,436,1299.677705,443,2566,643,395,6605,515,444,385,496,554,2
2786,2894,64,913,1954,417,42260,336,587,557,3834,497,528,509,359,549,507,636,409,270,537,438,2
2787,2895,63,1101,2334,468,1727,479,639.5986021,746,391,738,541,729,380,469,609,666,360,329,479,498,2
2788,2896,60,894,1911,419,1466,829,400,479,8676,579,629,1674,510,638,658,379,409,320,438,500,2
2789,2897,64,1210,2550,798,418,705,469,1291,386,649,616,509,487,320,550,517,429,327,508,538,2
2790,2898,78,753,1664,1559,717.1615618,1673,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1359,675.6157162,329,387,760.6002876,361,965.0537283,339,1000.98157,2
2791,2899,66,1084,2305,765,846,10058,664,508,586,816,536,586,607,696,628,497,896,397,677,776,2
2792,2900,66,1123,2384,627,389,917,747,603,738,755,868,1036,1167,589,628,637,538,398,688,628,2
2793,2901,69,1245,2632,471,381,490,511,470,571,983,741,522,733,702,902,491,662,419,691,621,2
2794,2902,64,2018,4171,561,512,1494,802,803,410,410,690,522,911,641,962,561,942,360,954,442,2
2795,2903,67,929,1995,629,409,6223,556,787,537,1839,639,597,346,685,588,357,488,447,688,379,2
2796,2904,65,1291,2718,636,477,14167,528,856,3263,1374,457,886,408,416,645,537,408,349,748,380,2
2797,2905,66,1338,2813,750,1001,361,772,937,1452,639,1747.429268,869,768,3172,550,629,1669,670,861,822,2
2798,2906,65,870,1873,800,860,1456,599,970,440,870,1589,728,570,830,928,648,4457,440,840,750,2
2799,2907,66,815,1766,420,1067,2104,549,637,709,1675,518,697,799,799,647,370,983,1656,597,968,2
2800,2908,66,1453,3045,729,458,397,668,499,5518,568,3758,737,478,588,706,378,549,1136,727,409,2
2801,2909,90,575,1394,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,383,760.6002876,647.9096863,3089,1379.438976,1000.98157,2
2802,2910,66,1443,3020,767,488,6523,567,945,586,13155,478,527,775,865,627,615,742,598,648,763,2
2803,2911,62,923,1974,2227,526,6486,547,547,409,675,516,1146,427,965,567,339,447,9569,548,468,2
2804,2912,60,992,2107,438,398,1395,917,499,428,778,527,469,458,759,728,396,547,2577,678,468,2
2805,2913,61,944,2015,606,459,2690,637,578,528,449,7946,4042,787,2767,517,418,589,231,4988,466,2
2806,2914,63,1004,2136,538,518,7021,426,449,429,597,521,610,678,607,628,660,809,689,450,561,2
2807,2915,64,773,1677,626,445,409,340,597,517,307,488,2556,616,558,596,985,409,297,448,528,2
2808,2916,64,887,1915,728,337,5399,639.5986021,478,1177.30961,1299.677705,629,1781.120632,936,278,478,370,13659,277,589,339,2
2809,2917,58,687,1493,707,944,4762,639.5986021,548,428,607,1747.429268,577,759,558,449,719,517,5712,745,617,2
2810,2918,64,1957,4448,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,826.7466775,760.6002876,647.9096863,965.0537283,1379.438976,1000.98157,2
2811,2919,64,948,2009,598,429,319,489,389,607,469,2023,3836,438,627,499,627,488,319,367,566,2
2812,2920,77,720,1602,340,364,1726,639.5986021,2009.008122,1904,375,298,1781.120632,368,423,344,358,399,272,457,1000.98157,2
2813,2921,64,757,1657,657,380,4185,619,2009.008122,1177.30961,498,2639,527,408,567,537,1036,725,2042,480,1000.98157,2
2814,2922,62,1737,3594,595,307,329,558,468,398,625,1747.429268,557,438,419,627,439,615,320,1015,557,2
2815,2923,66,1555,3249,714,516,1231,1331,546,609,1300,833,438,734,836,478,760.6002876,1061,298,595,596,2
2816,2924,66,1095,2327,635,609,488,1014,536,457,1299.677705,1534,5142,376,825,814,537,1005,597,709,428,2
2817,2925,65,963,2062,707,439,18427,468,587,927,1299.677705,526,557,368,407,707,708,396,1435,487,369,2
2818,2926,68,1087,2313,547,705,368,945,496,537,626,497,698,1255,358,507,357,639,1990,487,588,2
2819,2927,70,1261,2668,1003.300417,617,2221,726,575,436,635,2104,496,567,695,516,378,1676,428,375,565,2
2820,2928,64,1125,2383,695,427,616,547,2009.008122,694,535,497,565,734,486,526,358,496,1451,823,387,2
2821,2929,67,1511,3163,716,847,902,1025,596,418,547,1747.429268,636,617,496,547,672,745,317,787,657,2
2822,2930,67,1310,2759,784,412,513,821,443,2971,695,1747.429268,704,503,433,623,360,544,323,451,401,2
2823,2931,79,701,1571,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,604,2773,647.9096863,285,364,1000.98157,2
2824,2932,64,1338,2808,608,417,446,679,645,4654,757,744,2663,527,1351,674,1042,466,488,426,408,2
2825,2933,65,1406,2947,2253,1341,6924,794,546,1478,814,595,685,765,466,695,784,606,597,487,526,2
2826,2934,69,1987,4119,1423,439,399,639.5986021,428,419,1299.677705,1233,1682,717,21794,1014,458,695,320,378,597,2
2827,2935,64,1384,2898,550,922,4278,551,521,5352,2049,429,9207,651,790,561,380,431,368,452,430,2
2828,2936,72,762,1672,605,10240,814,589,1835,468,3438,2578,460,485,393,1798,451,513,2234,732,711,2
2829,2937,62,863,1851,515,608,915,639.5986021,637,467,23186,626,1755,1639,566,747,359,831,287,418,547,2
2830,2938,63,1318,2767,617,762,2928,674,716,726,2290,1747.429268,704,566,427,505,466,469,624,733,565,2
2831,2939,66,1031,2201,2199,426,407,639.5986021,615,1472,642,564,496,840,574,506,416,574,5097,632,500,2
2832,2940,71,1025,2210,877,742,1510.093069,639.5986021,662,2251,1299.677705,712,1781.120632,840,791,826.7466775,401,360,560,730,431,2
2833,2941,65,945,2024,708,469,1159,825,730,1636,38937,1747.429268,499,649,658,679,381,1914,350,1219,710,2
2834,2942,85,545,1277,760,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,801,1781.120632,675.6157162,871.4956309,459,760.6002876,423,383,350,1000.98157,2
2835,2943,69,2047,4242,1178,359,388,520,928,448,559,1747.429268,687,488,686,3687,397,1018,538,716,408,2
2836,2944,67,969,2075,638,448,826,639.5986021,595,478,8607,2834,547,636,409,1878,637,556,665,766,903,2
2837,2945,70,1052,2248,669,386,4317,727,586,1795,1299.677705,667,619,418,527,677,408,508,310,468,734,2
2838,2946,78,1431,3034,410,325,320,453,389,264,435,1747.429268,277,330,377,423,307,377,323,317,436,2
2839,2947,89,8005,17380,1003.300417,717.1615618,1510.093069,353,2009.008122,1177.30961,378,1747.429268,1781.120632,675.6157162,871.4956309,826.7466775,760.6002876,647.9096863,965.0537283,1379.438976,1000.98157,2
2840,2948,74,275,631,1003.300417,330,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,420,1781.120632,476,871.4956309,417,760.6002876,380,320,1379.438976,837,2
2841,2949,79,911,1970,1070,717.1615618,913,639.5986021,483,742,1299.677705,1747.429268,291,433,336,362,400,765,320,310,990,2
2842,2950,74,1168,2547,1003.300417,717.1615618,1510.093069,633,2009.008122,392,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,826.7466775,760.6002876,647.9096863,965.0537283,289,1000.98157,2
2843,2951,79,376,915,627,368,341,639.5986021,338,351,1299.677705,1747.429268,305,335,1250,826.7466775,367,377,458,306,565,2
2844,2952,76,910,1991,363,717.1615618,264,369,2009.008122,310,417,429,1244,675.6157162,871.4956309,826.7466775,557,647.9096863,300,311,382,2
2845,2953,84,477,1128,1003.300417,717.1615618,297,388,2009.008122,1485,402,1747.429268,1781.120632,675.6157162,2480,826.7466775,760.6002876,540,312,411,1000.98157,2
2846,2954,75,589,1343,321,327,313,582,2009.008122,1177.30961,1082,437,1781.120632,320,871.4956309,383,760.6002876,360,300,1379.438976,1096,2
2847,2955,78,1719,3703,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,367,4599,647.9096863,358,1379.438976,465,2
2848,2956,77,1110,2350,513,350,1003,403,2009.008122,333,9716,1747.429268,307,933,871.4956309,3200,377,477,303,327,447,2
2849,2957,77,6840,15931,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,826.7466775,760.6002876,647.9096863,965.0537283,1379.438976,1000.98157,2
2850,2958,83,1268,2735,1003.300417,402,1510.093069,364,2009.008122,273,507,414,571,395,526,403,760.6002876,522,358,324,1000.98157,2
2851,2959,82,439,1047,369,335,278,317,261,738,402,1747.429268,776,399,1311,493,354,365,304,337,391,2
2852,2960,85,2052,4333,458,560,1510.093069,639.5986021,358,337,420,1747.429268,377,675.6157162,871.4956309,826.7466775,352,470,965.0537283,408,503,2
2853,2961,89,873,2113,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,826.7466775,11080,647.9096863,965.0537283,1379.438976,1000.98157,2
2854,2962,87,1072,2339,1003.300417,837,1510.093069,372,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,440,485,462,582,1088,1297,425,468,2
2855,2963,85,700,1603,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,352,1299.677705,1747.429268,1781.120632,612,871.4956309,837,760.6002876,850,965.0537283,1379.438976,1000.98157,2
2856,2964,83,321,816,350,370,286,354,301,2173,427,1747.429268,1781.120632,333,871.4956309,826.7466775,365,647.9096863,965.0537283,333,417,2
2857,2965,84,540,1246,697,717.1615618,1510.093069,392,345,310,1299.677705,440,372,677,405,826.7466775,760.6002876,443,402,335,377,2
2858,2966,81,971,2111,870,363,1510.093069,337,2009.008122,19281,368,5621,404,494,286,391,394,4834,353,273,401,2
2859,2967,80,785,1738,386,717.1615618,320,306,300,312,1299.677705,2676,384,385,416,386,601,360,352,282,1377,2
2860,2968,78,983,2134,1003.300417,510,1510.093069,227,346,354,407,1747.429268,387,377,380,372,381,283,324,306,324,2
2861,2969,79,517,1196,1003.300417,379,6240,283,350,1514,387,1747.429268,1153,307,367,445,355,382,4923,14763,421,2
2862,2970,80,768,1717,1003.300417,717.1615618,1510.093069,639.5986021,433,430,1299.677705,1747.429268,273,675.6157162,381,382,12272,370,304,504,611,2
2863,2971,75,379,926,350,717.1615618,1510.093069,350,2009.008122,392,1299.677705,430,1781.120632,446,337,2121,760.6002876,647.9096863,965.0537283,803,1000.98157,2
2864,2972,81,787,1743,449,717.1615618,1510.093069,355,389,346,398,643,254,586,412,672,401,366,411,275,387,2
2865,2973,85,1281,2411,1003.300417,381,1510.093069,292,367,1177.30961,420,1223,1781.120632,675.6157162,871.4956309,368,577,367,965.0537283,557,4737,2
2866,2974,82,303,777,462,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,524,1747.429268,327,428,311,518,416,295,1067,710,1619,2
2867,2975,79,608,1401,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,379,760.6002876,647.9096863,434,1379.438976,1000.98157,2
2868,2976,80,638,1442,346,370,323,406,338,467,390,482,436,288,411,478,510,357,336,571,420,2
2869,2977,80,695,1550,357,424,337,333,344,378,394,418,317,297,305,483,364,834,292,253,350,2
2870,2978,79,2875,5991,1003.300417,717.1615618,1510.093069,287,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,353,4278,423,417,647.9096863,307,290,1000.98157,2
2871,2979,110,3885,8820,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,826.7466775,760.6002876,647.9096863,965.0537283,1379.438976,1000.98157,2
2872,2980,78,2579,5409,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,394,1747.429268,1781.120632,675.6157162,340,826.7466775,1100,647.9096863,300,240,381,2
2873,2981,74,1711,3629,1003.300417,328,1510.093069,340,2009.008122,1177.30961,1299.677705,4123,1781.120632,355,1511,407,760.6002876,360,16404,317,373,2
2874,2982,80,3240,6980,1003.300417,717.1615618,1510.093069,278,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,826.7466775,760.6002876,647.9096863,965.0537283,333,1000.98157,2
2875,2983,79,1353,2906,1003.300417,357,304,334,2009.008122,1177.30961,1299.677705,323,287,351,871.4956309,391,297,312,965.0537283,1379.438976,366,2
2876,2984,74,435,1089,1003.300417,717.1615618,1510.093069,302,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,826.7466775,760.6002876,647.9096863,965.0537283,285,1000.98157,2
2877,2985,71,164,510,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,834,675.6157162,382,826.7466775,760.6002876,647.9096863,965.0537283,1379.438976,1000.98157,2
2878,2986,61,1097,2543,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,250,760.6002876,647.9096863,965.0537283,3300,1000.98157,2
2879,2987,79,422,1010,358,359,1510.093069,273,2009.008122,2573,329,1747.429268,1781.120632,285,871.4956309,826.7466775,348,326,310,284,374,2
2880,2988,67,2010,4484,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,826.7466775,760.6002876,647.9096863,965.0537283,1379.438976,1000.98157,2
2881,2989,87,2593,5675,1003.300417,339,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,334,1781.120632,338,871.4956309,384,760.6002876,647.9096863,272,1379.438976,1000.98157,2
2882,2990,79,139,474,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,564,1781.120632,675.6157162,871.4956309,826.7466775,760.6002876,570,965.0537283,1379.438976,269,2
2883,2991,85,1817,3921,1003.300417,336,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,29298,1781.120632,222,871.4956309,399,760.6002876,381,332,1379.438976,2470,2
2884,2992,83,1739,3597,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,351,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,861,760.6002876,647.9096863,965.0537283,335,1000.98157,2
2885,2993,75,2414,5060,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,411,675.6157162,353,826.7466775,383,320,965.0537283,304,1000.98157,2
2886,2994,79,1622,3487,1003.300417,717.1615618,302,767,2009.008122,338,614,1747.429268,1781.120632,675.6157162,871.4956309,826.7466775,760.6002876,647.9096863,330,582,1000.98157,2
2887,2995,86,1103,2440,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,666,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,826.7466775,760.6002876,647.9096863,965.0537283,1379.438976,1000.98157,2
2888,2996,77,157,463,1003.300417,717.1615618,327,482,2009.008122,320,432,1747.429268,1781.120632,675.6157162,871.4956309,826.7466775,760.6002876,647.9096863,432,1379.438976,1000.98157,2
2889,2997,83,806,1831,1003.300417,717.1615618,1510.093069,395,2009.008122,1177.30961,392,1747.429268,1781.120632,675.6157162,871.4956309,826.7466775,3965,384,965.0537283,331,1000.98157,2
2890,2998,78,379,925,301,717.1615618,1510.093069,249,2009.008122,1177.30961,315,1747.429268,1781.120632,299,871.4956309,399,760.6002876,340,297,570,1000.98157,2
2891,2999,80,1034,2254,1003.300417,335,1510.093069,315,539,1177.30961,355,1747.429268,398,675.6157162,366,826.7466775,334,363,518,380,387,2
2892,3000,78,974,2029,1003.300417,717.1615618,4280,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,346,675.6157162,520,493,302,430,427,1379.438976,1000.98157,2
2893,3001,77,1071,2321,1003.300417,1278,1510.093069,496,2009.008122,300,427,1747.429268,458,675.6157162,407,453,760.6002876,832,421,842,1000.98157,2
2894,3002,92,3062,6696,1003.300417,717.1615618,1510.093069,439,2009.008122,1177.30961,672,1747.429268,1781.120632,675.6157162,871.4956309,826.7466775,760.6002876,469,965.0537283,384,1000.98157,2
2895,3003,81,854,1876,425,717.1615618,349,486,503,437,468,595,458,453,348,379,602,428,1717,352,1000.98157,2
2896,3004,85,677,1517,470,315,1510.093069,639.5986021,2009.008122,1177.30961,386,468,1781.120632,394,416,402,372,349,335,499,417,2
2897,3005,82,143,468,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,443,675.6157162,871.4956309,826.7466775,419,647.9096863,361,334,360,2
2898,3006,81,173,523,450,390,353,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,309,871.4956309,826.7466775,760.6002876,327,344,331,1000.98157,2
2899,3007,80,350,876,475,297,1510.093069,639.5986021,2009.008122,1177.30961,332,1747.429268,316,661,871.4956309,826.7466775,760.6002876,311,275,349,382,2
2900,3008,81,276,691,402,379,1510.093069,639.5986021,2009.008122,1663,1299.677705,1747.429268,367,675.6157162,388,826.7466775,459,376,965.0537283,799,374,2
2901,3009,83,943,2072,565,352,289,335,1676,311,349,1747.429268,1781.120632,675.6157162,325,347,429,647.9096863,338,375,1000.98157,2
2902,3010,85,677,1517,470,315,1510.093069,639.5986021,2009.008122,1177.30961,386,468,1781.120632,394,416,402,372,349,335,499,417,2
2903,3011,82,143,468,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,443,675.6157162,871.4956309,826.7466775,419,647.9096863,361,334,360,2
2904,3012,81,173,523,450,390,353,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,309,871.4956309,826.7466775,760.6002876,327,344,331,1000.98157,2
2905,3013,80,350,876,475,297,1510.093069,639.5986021,2009.008122,1177.30961,332,1747.429268,316,661,871.4956309,826.7466775,760.6002876,311,275,349,382,2
2906,3014,81,276,691,402,379,1510.093069,639.5986021,2009.008122,1663,1299.677705,1747.429268,367,675.6157162,388,826.7466775,459,376,965.0537283,799,374,2
2907,3015,68,2156,4458,349,515,11815,433,450,768,449,532,19691,450,467,384,418,432,383,385,383,2
2908,3016,64,1237,2594,333,500,851,351,400,332,334,1747.429268,465,334,450,408,504,350,316,384,352,2
2909,3017,63,588,1305,317,432,300,484,400,401,478,883,367,449,309,467,1334,385,366,301,365,2
2910,3018,67,2633,5414,279,1310,948,300,400,401,383,1747.429268,534,316,449,399,334,367,300,40513,400,2
2911,3019,64,1001,2139,501,384,283,367,2009.008122,320,367,284,3590,675.6157162,433,514,416,578,331,299,400,2
2912,3020,77,575,1325,301,717.1615618,2738,368,2009.008122,1177.30961,421,1747.429268,332,340,3797,826.7466775,374,647.9096863,361,376,1000.98157,2
2913,3021,85,1499,2831,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,826.7466775,760.6002876,647.9096863,965.0537283,1379.438976,1000.98157,2
2914,3022,83,322,824,378,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,451,350,760.6002876,647.9096863,965.0537283,1379.438976,466,2
2915,3023,82,1972,4119,359,338,380,362,359,888,413,424,970,446,505,358,451,364,356,345,367,2
2916,3024,85,631,1471,1003.300417,717.1615618,2871,430,2009.008122,348,746,1747.429268,1781.120632,675.6157162,871.4956309,494,760.6002876,320,325,1379.438976,1000.98157,2
2917,3025,75,183,528,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,463,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,826,760.6002876,647.9096863,355,1379.438976,1000.98157,2
2918,3026,73,1325,3180,1003.300417,717.1615618,1510.093069,639.5986021,2009.008122,1177.30961,1299.677705,1747.429268,1781.120632,675.6157162,871.4956309,826.7466775,760.6002876,647.9096863,965.0537283,1379.438976,1000.98157,2
2919,3027,75,946,2048,937,368,293,422,2009.008122,565,401,1747.429268,1242,485,413,456,676,376,349,311,387,2
2920,3028,77,423,1022,1003.300417,717.1615618,1510.093069,542,2009.008122,370,1299.677705,1265,1781.120632,675.6157162,871.4956309,475,760.6002876,647.9096863,381,1379.438976,1000.98157,2
2921,3029,87,1571,3351,1003.300417,327,359,374,2009.008122,1202,515,1747.429268,1638,675.6157162,374,374,592,421,406,1379.438976,1000.98157,2
