'userCount', 'averageHoldTime', 'averageSeekTime', 'averageNgramTime'
1115, 75, 1129, 2447
1116, 78, 199, 613
1117, 63, 978, 2279
1118, 71, 4731, 9382
1119, 68, 2562, 5633
1120, 76, 551, 1299
1121, 83, 4560, 9381
1122, 68, 2496, 5164
1123, 55, 1228, 2629
1124, 61, 3250, 6667
1125, 61, 986, 2120
1126, 74, 4061, 8642
1127, 58, 657, 1449
1128, 100, 1174, 2691
1129, 79, 1495, 3193
1130, 91, 453, 1171
1131, 69, 424, 1060
1132, 69, 1618, 3459
1133, 65, 2276, 4160
1134, 66, 476, 1195
1135, 68, 680, 1512
1136, 63, 169, 495
1137, 81, 556, 1421
1138, 87, 14851, 30684
1139, 81, 388, 943
1140, 70, 1306, 2877
1141, 98, 6312, 13145
1142, 64, 987, 2138
1143, 105, 876, 1783
1144, 108, 1151, 2528
1145, 95, 247, 700
1146, 96, 1216, 2628
1147, 99, 730, 1662
1148, 97, 1931, 4227
1149, 110, 17734, 38032
1150, 80, 626, 1453
1151, 100, 1511, 3252
1152, 81, 230, 675
1153, 61, 1176, 2481
1154, 91, 783, 1815
1155, 87, 480, 1137
1156, 67, 672, 1505
1157, 75, 914, 1984
1158, 110, 809, 1860
1159, 81, 1970, 4136
1160, 90, 552, 1316
1161, 82, 884, 1948
1162, 107, 1875, 4132
1163, 74, 1407, 3082
1164, 76, 257, 753
1165, 66, 600, 1403
1166, 83, 576, 1352
1167, 84, 523, 1242
1168, 104, 362, 960
1169, 158, 571, 1531
1170, 70, 637, 1470
1171, 91, 2676, 5605
1172, 86, 913, 2081
1173, 68, 221, 620
1174, 78, 851, 1934
1175, 76, 922, 2026
1176, 85, 196, 599
1177, 110, 1312, 2914
1178, 85, 601, 1407
1179, 96, 775, 1753
1180, 98, 589, 1383
1181, 79, 685, 1535
1182, 180, 9976, 21688
1183, 88, 589, 1378
1184, 78, 379, 957
1185, 77, 2950, 6023
1186, 63, 1583, 3333
1187, 83, 572, 1318
1188, 100, 413, 1076
1189, 82, 1764, 3711
1190, 83, 416, 1029
1191, 74, 866, 1887
1192, 92, 213, 643
1193, 92, 942, 2076
1194, 92, 572, 1349
1195, 105, 4319, 9009
1196, 4, 565, 1144
1197, 89, 712, 1690
1198, 91, 244, 722
1199, 69, 627, 1428
1200, 67, 82, 324
1201, 90, 639, 1477
1202, 81, 545, 1366
1203, 76, 5714, 11834
1204, 64, 319, 846
1205, 69, 4824, 10190
1206, 64, 10842, 24513
1207, 75, 630, 1591
1208, 59, 1539, 3225
1209, 81, 1058, 2318
1210, 69, 1042, 2235
1211, 62, 1537, 3242
1212, 91, 153, 535
1213, 58, 830, 1779
1214, 70, 1499, 3581
1215, 67, 10681, 22532
1216, 70, 167, 476
1217, 56, 1511, 3157
1218, 66, 1283, 2749
1219, 66, 242, 695
1220, 78, 1089, 2416
1221, 76, 2437, 5054
1222, 85, 1321, 2900
1223, 76, 940, 2083
1224, 73, 629, 1506
1225, 63, 173, 521
1226, 70, 364, 910
1227, 70, 1035, 2240
1228, 88, 2884, 5977
1229, 63, 81151, 166878
1230, 92, 614, 1429
1231, 97, 1995, 4191
1232, 100, 736, 1678
1233, 94, 1281, 2763
1234, 93, 5689, 11993
1235, 57, 913, 2101
1236, 98, 957, 2136
1237, 98, 2127, 4467
1238, 79, 524, 1217
1239, 71, 2984, 6151
1240, 109, 6833, 14718
1241, 79, 764, 1728
1242, 87, 1501, 3312
1243, 107, 7505, 15458
1244, 78, 738, 1637
1245, 108, 457, 1150
1246, 84, 1810, 2446
1247, 82, 754, 1705
1248, 94, 1627, 3511
1249, 81, 914, 2192
1250, 73, 971, 2103
1251, 86, 1066, 2443
1252, 89, 490, 1312
1253, 72, 930, 2049
1254, 74, 854, 1937
1255, 90, 464, 1126
1256, 59, 313, 852
1257, 73, 306, 775
1258, 63, 729, 1677
1259, 89, 1680, 3642
1260, 97, 1168, 2567
1261, 63, 281, 754
1262, 88, 1017, 2258
1263, 74, 653, 1551
1264, 83, 662, 1495
1265, 91, 1628, 3449
1266, 81, 1548, 3263
1267, 110, 440, 1121
1268, 83, 1106, 2387
1269, 52, 633, 1377
1270, 83, 2155, 4682
1271, 84, 2631, 5484
1272, 72, 1449, 3115
1273, 97, 239, 695
1274, 92, 513, 1265
1275, 54, 197, 537
1276, 111, 28642, 59451
1277, 98, 860, 1894
1278, 82, 1032, 2235
1279, 100, 1616, 3563
1280, 108, 911, 2165
1281, 95, 680, 1566
1282, 98, 423, 1057
1283, 72, 1477, 3232
1284, 107, 6566, 13364
1285, 25, 1224, 2580
1286, 94, 1180, 2747
1287, 97, 2462, 5212
1288, 72, 626, 1560
1289, 59, 2311, 4889
1290, 85, 2578, 5380
1291, 127, 14858, 31012
1292, 77, 950, 2136
1293, 79, 691, 1562
1294, 56, 4016, 9295
1295, 64, 1968, 4172
1296, 67, 769, 1695
1297, 81, 1409, 2704
1298, 88, 199, 596
1299, 53, 1728, 3584
1300, 76, 458, 1088
1301, 66, 2176, 4829
1302, 78, 1112, 2469
1303, 82, 664, 1548
1304, 84, 688, 1600
1305, 60, 2108, 4392
1306, 79, 4666, 9749
1307, 88, 353, 941
1308, 66, 527, 1157
1309, 67, 1049, 2172
1310, 76, 248, 658
1311, 334, 113, 995
1312, 68, 1546, 3436
1313, 80, 3420, 7181
1314, 79, 899, 1987
1315, 71, 152, 488
1316, 87, 2537, 5253
1317, 70, 252, 653
1318, 99, 405, 1058
1319, 90, 402, 1020
1320, 74, 448, 1061
1321, 81, 186, 608
1322, 108, 1094, 2505
1323, 93, 334, 898
1324, 82, 479, 1137
1325, 84, 12306, 20872
1326, 72, 1118, 2383
1327, 121, 513, 1295
1328, 79, 2580, 5747
1329, 84, 424, 1052
1330, 100, 348, 904
1331, 79, 401, 973
1332, 99, 10519, 23453
1333, 81, 641, 1497
1334, 52, 572, 1298
1335, 102, 371, 1038
1336, 113, 443, 1168
1337, 79, 371, 955
1338, 91, 968, 2404
1339, 95, 1430, 3181
1340, 80, 590, 1397
1341, 83, 1476, 3192
1342, 81, 592, 1359
1343, 122, 2091, 4448
1344, 63, 2723, 6097
1345, 85, 376, 940
1346, 76, 152, 499
1347, 92, 3484, 7228
1348, 82, 358, 935
1349, 94, 1034, 2352
1350, 90, 456, 1106
1351, 101, 2478, 5176
1352, 117, 804, 1878
1353, 74, 1399, 2823
1354, 74, 478, 1111
1355, 74, 378, 952
1356, 98, 765, 1733
1357, 70, 431, 1020
1358, 80, 656, 1477
1359, 94, 2636, 5772
1360, 68, 270, 696
1361, 125, 243, 720
1362, 83, 834, 1712
1363, 68, 677, 1543
1364, 82, 4571, 5667
1365, 68, 1256, 2656
1366, 87, 377, 952
1367, 294, 1665, 3930
1368, 118, 1768, 3725
1369, 81, 2699, 5694
1370, 87, 2107, 4508
1371, 122, 3092, 6578
1372, 90, 2178, 4552
1373, 111, 367, 1032
1374, 89, 1179, 2546
1375, 5, 1040, 2356
1376, 79, 1680, 3533
1377, 22, 1002, 2107
1378, 99, 466, 1179
1379, 77, 555, 1119
1380, 116, 7329, 15105
1381, 68, 1936, 4098
1382, 1, 28, 57
1383, 77, 529, 1276
1384, 77, 1104, 2397
1385, 132, 7714, 16050
1386, 76, 429, 1028
1387, 97, 928, 2063
1388, 57, 1372, 2934
1389, 68, 1441, 3097
1390, 98, 870, 1932
1391, 79, 691, 1545
1392, 89, 6723, 13806
1393, 75, 1992, 4203
1394, 73, 225, 624
1395, 65, 6524, 13367
1396, 71, 1975, 4106
1397, 88, 436, 1132
1398, 98, 1550, 3346
1399, 120, 1464, 3146
1400, 11, 1019, 2111
1401, 68, 444, 1087
1402, 44, 557, 1216
1403, 90, 1712, 3756
1404, 112, 432, 1220
1405, 96, 1464, 3140
1406, 125, 2985, 6304
1407, 92, 1644, 3552
1408, 89, 178, 567
1409, 81, 5676, 11821
1410, 79, 840, 1863
1411, 112, 229, 693
1412, 77, 478, 1115
1413, 79, 2741, 5880
1414, 80, 663, 1466
1415, 83, 1685, 3626
1416, 108, 2686, 5738
1417, 65, 3329, 6841
1418, 85, 692, 1559
1419, 81, 859, 1968
1420, 87, 524, 1229
1421, 83, 414, 1040
1422, 70, 933, 2035
1423, 75, 4924, 11377
1424, 93, 6753, 13741
1425, 88, 755, 1825
1426, 104, 1547, 3342
1427, 81, 1566, 3485
1428, 98, 681, 1565
1429, 86, 1078, 2337
1430, 93, 825, 1849
1431, 86, 78, 370
1432, 83, 235, 671
1433, 88, 1275, 2747
1434, 212, 3692, 7792
1435, 71, 459, 1062
1436, 79, 410, 1002
1437, 68, 304, 755
1438, 71, 2519, 5241
1439, 69, 1212, 2662
1440, 71, 166, 531
1441, 81, 825, 1879
1442, 74, 777, 1711
1443, 75, 1008, 2180
1444, 77, 472, 1111
1445, 77, 1618, 3596
1446, 74, 1714, 3618
1447, 60, 476, 1108
1448, 77, 1141, 2370
1449, 99, 179, 607
1450, 122, 3139, 6796
1451, 85, 778, 1731
1452, 65, 168, 506
1453, 99, 129, 502
1454, 85, 1446, 3068
1455, 74, 103, 400
1456, 87, 4077, 8551
1457, 97, 940, 2082
1458, 75, 762, 1706
1459, 30, 1396, 3257
1460, 102, 547, 1375
1461, 75, 182, 539
1462, 71, 1807, 3791
1463, 93, 1059, 2316
1464, 176, 20872, 44087
1465, 76, 3468, 7223
1466, 73, 310, 809
1467, 83, 880, 1942
1468, 75, 388, 938
1469, 106, 2322, 5084
1470, 80, 1441, 3049
1471, 120, 10977, 23399
1472, 89, 862, 1992
1473, 74, 1267, 2702
1474, 93, 3502, 7321
1475, 72, 820, 1835
1476, 85, 737, 1654
1477, 66, 2392, 5078
1478, 68, 324, 819
1479, 97, 502, 1225
1480, 76, 1120, 2490
1481, 71, 3351, 7135
1482, 76, 369, 941
1483, 96, 7521, 16041
1484, 85, 430, 1154
1485, 67, 225, 630
1486, 87, 1048, 2413
1487, 86, 1062, 2305
1488, 82, 548, 1282
1489, 109, 468, 1241
1490, 102, 420, 1131
1491, 84, 539, 1251
1492, 85, 802, 1809
1493, 84, 1421, 3115
1494, 136, 3482, 7652
1495, 77, 196, 609
1496, 66, 661, 1127
1497, 64, 1674, 3695
1498, 94, 559, 1341
1499, 83, 404, 1005
1500, 77, 1367, 2922
1501, 81, 1265, 2698
1502, 84, 2455, 5094
1503, 73, 2394, 4950
1504, 90, 1516, 3237
1505, 75, 194, 550
1506, 63, 240, 664
1507, 86, 876, 1931
1508, 71, 459, 1062
1509, 91, 858, 1925
1510, 92, 797, 1776
1511, 100, 1322, 2859
1512, 91, 596, 1498
1513, 76, 667, 1509
1514, 64, 543, 1298
1515, 63, 1440, 3440
1516, 119, 3373, 4164
1517, 92, 850, 1929
1518, 84, 2598, 5382
1519, 78, 13478, 31992
1520, 74, 25102, 51693
1521, 90, 473, 1152
1522, 74, 1408, 2988
1523, 80, 2257, 4872
1524, 81, 2017, 4217
1525, 77, 1132, 2464
1526, 71, 1575, 3475
1527, 106, 751, 1724
1528, 84, 1293, 2763
1529, 86, 2483, 5203
1530, 73, 1387, 3160
1531, 103, 364, 970
1532, 79, 1704, 3878
1533, 83, 3490, 7347
1534, 80, 1376, 3045
1535, 92, 864, 2024
1536, 64, 1756, 3154
1537, 81, 1283, 2761
1538, 142, 1369, 3443
1539, 85, 535, 1278
1540, 91, 1860, 3943
1541, 83, 75, 355
1542, 87, 1293, 2958
1543, 86, 1125, 2502
1544, 88, 2511, 5214
1545, 88, 3492, 7187
1546, 85, 1550, 3313
1547, 70, 1280, 2724
1548, 68, 1141, 2568
1549, 76, 451, 1176
1550, 91, 7464, 15419
1551, 74, 2360, 4989
1552, 136, 737, 1771
1553, 77, 566, 1303
1554, 82, 1633, 3098
1555, 116, 9633, 19729
1556, 120, 420, 1131
1557, 83, 1312, 2811
1558, 74, 2367, 4913
1559, 76, 479, 1170
1560, 83, 5910, 12262
1561, 64, 10301, 21541
1562, 67, 725, 1562
1563, 90, 247, 711
1564, 96, 3347, 6919
1565, 80, 2040, 4271
1566, 69, 429, 1043
1567, 75, 793, 1816
1568, 88, 973, 2130
1569, 92, 844, 2014
1570, 77, 786, 1736
1571, 14, 2764, 5961
1572, 78, 425, 1019
1573, 84, 895, 2043
1574, 82, 167, 518
1575, 149, 7888, 17945
1576, 84, 5285, 10944
1577, 85, 1994, 4206
1578, 154, 965120, 2168077
1579, 120, 267, 761
1580, 83, 2266, 4852
1581, 84, 1019, 2210
1582, 56, 606, 1333
1583, 73, 528, 1161
1584, 70, 223, 624
1585, 91, 2092, 4377
1586, 81, 897, 2062
1587, 99, 1414, 3344
1588, 72, 882, 1954
1589, 73, 2454, 5132
1590, 101, 1262, 2739
1591, 89, 1236, 2663
1592, 79, 1204, 2618
1593, 92, 1225, 2883
1594, 98, 4377, 9002
1595, 71, 943, 2051
1596, 74, 805, 1819
1597, 90, 676, 1554
1598, 76, 481, 1140
1599, 96, 2607, 5418
1600, 96, 802, 1910
1601, 76, 445, 1130
1602, 87, 1634, 3471
1603, 73, 1945, 4057
1604, 97, 781, 1747
1605, 71, 918, 1851
1606, 78, 420, 1000
1607, 78, 1194, 2528
1608, 94, 3678, 7583
1609, 74, 596, 1357
1610, 79, 701, 1563
1611, 84, 448, 939
1612, 75, 1714, 3629
1613, 79, 2379, 5230
1614, 98, 2557, 5357
1615, 86, 1326, 2829
1616, 62, 372, 921
1617, 88, 2304, 4949
1618, 74, 1490, 3190
1619, 83, 180, 547
1620, 82, 3658, 7657
1621, 99, 1768, 3881
1622, 76, 963, 2172
1623, 5, 1097, 2245
1624, 77, 1539, 3273
1625, 81, 15129, 31440
1626, 86, 667, 1517
1627, 86, 1446, 3079
1628, 80, 89, 383
1629, 1, 22, 48
1630, 110, 1423, 3102
1631, 73, 244, 683
1632, 93, 1056, 2305
1633, 66, 1082, 2364
1634, 81, 465, 1104
1635, 74, 915, 2000
1636, 69, 406, 933
1637, 75, 1413, 3029
1638, 80, 1027, 2230
1639, 82, 614, 1401
1640, 79, 543, 1276
1641, 92, 5012, 10418
1642, 110, 1324, 2961
1643, 74, 304, 778
1644, 75, 567, 1365
1645, 65, 2560, 5172
1646, 80, 52023, 109539
1647, 75, 617, 1414
1648, 90, 2855, 5068
1649, 89, 162, 564
1650, 88, 1801, 3921
1651, 94, 3995, 8254
1652, 85, 856, 1872
1653, 78, 893, 1964
1654, 8, 834, 1761
1655, 72, 2130, 4429
1656, 81, 121, 430
1657, 84, 3069, 6341
1658, 75, 1427, 3065
1659, 82, 280, 755
1660, 88, 197, 593
1661, 86, 639, 1519
1662, 87, 1449, 3076
1663, 93, 4467, 9136
1664, 62, 363, 970
1665, 81, 1253, 2847
1666, 83, 734, 1671
1667, 80, 932, 2031
1668, 82, 697, 1578
1669, 97, 2061, 4349
1670, 77, 866, 1916
1671, 68, 455, 1074
1672, 81, 1190, 2549
1673, 70, 1173, 2521
1674, 95, 2600, 5414
1675, 84, 2669, 5709
1676, 94, 8292, 16925
1677, 85, 478, 1201
1678, 87, 482, 1141
1679, 92, 525, 1263
1680, 75, 126, 437
1681, 71, 142, 461
1682, 74, 948, 2014
1683, 78, 715, 1655
1684, 75, 573, 1313
1685, 68, 955, 2052
1686, 89, 1419, 3042
1687, 76, 98, 393
1688, 84, 1446, 3085
1689, 76, 575, 1316
1690, 77, 565, 1311
1691, 99, 441, 1095
1692, 80, 2716, 5773
1693, 73, 1152, 2458
1694, 73, 2915, 6011
1695, 90, 2572, 5408
1696, 68, 2431, 5077
1697, 59, 1097, 2327
1698, 79, 1744, 3678
1699, 78, 4402, 9213
1700, 85, 1133, 2447
1701, 99, 946, 2277
1702, 97, 1436, 3149
1703, 85, 1033, 2242
1704, 83, 819, 1813
1705, 128, 224, 748
1706, 87, 1138, 2454
1707, 70, 1211, 2538
1708, 4, 1439, 2962
1709, 70, 419, 994
1710, 68, 693, 1528
1711, 99, 286, 796
1712, 104, 752, 1733
1713, 108, 2685, 5776
1714, 71, 1035, 2418
1715, 65, 399, 973
1716, 143, 19813, 40807
1717, 76, 197, 568
1718, 70, 249, 706
1719, 84, 1052, 2368
1720, 78, 1351, 2150
1721, 77, 5428, 12074
1722, 67, 292, 769
1723, 126, 8009, 17098
1724, 71, 376, 926
1725, 84, 1289, 2944
1726, 89, 1926, 4557
1727, 92, 818, 2003
1728, 102, 1534, 3143
1729, 80, 1627, 3653
1730, 68, 294, 752
1731, 69, 151, 472
1732, 86, 626, 1429
1733, 100, 2418, 5170
1734, 70, 601, 1369
1735, 97, 4645, 10826
1736, 90, 735, 1656
1737, 86, 690, 1557
1738, 98, 399, 1079
1739, 80, 1947, 4148
1740, 73, 1568, 3356
1741, 57, 1799, 3783
1742, 61, 799, 1702
1743, 82, 978, 2132
1744, 97, 548, 1353
1745, 69, 1024, 1956
1746, 77, 346, 911
1747, 111, 1812, 4035
1748, 148, 16838, 34118
1749, 71, 644, 1454
1750, 80, 1610, 3395
1751, 96, 1168, 2532
1752, 73, 939, 2054
1753, 76, 151, 479
1754, 99, 475, 1153
1755, 101, 14277, 28895
1756, 79, 502, 1183
1757, 157, 4231, 9218
1758, 93, 1982, 4199
1759, 77, 194, 561
1760, 166, 762, 2138
1761, 74, 1534, 3258
1762, 83, 1170, 2543
1763, 90, 1062, 2343
1764, 79, 445, 1079
1765, 81, 831, 1851
1766, 81, 1695, 3655
1767, 94, 1136, 2474
1768, 61, 738, 1544
1769, 77, 911, 1994
1770, 84, 320, 926
1771, 82, 2389, 5066
1772, 63, 163, 498
1773, 57, 1741, 3519
1774, 60, 2648, 5453
1775, 79, 4606, 9402
1776, 78, 1440, 2927
1777, 79, 1744, 3678
1778, 88, 853, 1896
1779, 108, 500, 1351
1780, 96, 350, 950
1781, 94, 893, 2008
1782, 89, 5993, 12427
1783, 84, 278, 749
1784, 99, 2052, 4331
1785, 7, 1282, 2648
1786, 75, 334, 878
1787, 84, 1160, 2556
1788, 95, 1612, 3420
1789, 83, 4756, 9642
1790, 10, 1288, 2724
1791, 101, 669, 1545
1792, 71, 401, 958
1793, 67, 564, 1341
1794, 71, 2073, 4345
1795, 100, 469, 1160
1796, 83, 271, 669
1797, 90, 1082, 2401
1798, 67, 2891, 6146
1799, 70, 509, 1225
1800, 73, 1332, 2855
1801, 85, 1304, 2846
1802, 86, 741, 1766
1803, 88, 1703, 3671
1804, 1, 13, 29
1805, 70, 999, 2296
1806, 84, 447, 1075
1807, 75, 1106, 2369
1808, 99, 732, 1668
1809, 26, 1019, 2141
1810, 81, 2313, 5180
1811, 86, 1932, 4041
1812, 74, 1766, 3773
1813, 69, 21665, 45914
1814, 5, 696, 1428
1815, 81, 2826, 6155
1816, 95, 4180, 8582
1817, 70, 10616, 21808
1818, 106, 718, 1700
1819, 86, 1839, 3861
1820, 88, 905, 1989
1821, 101, 434, 1113
1822, 79, 1744, 3678
1823, 73, 845, 1849
1824, 86, 10934, 23642
1825, 67, 13699, 28839
1826, 56, 4058, 8462
1827, 78, 2278, 4613
1828, 80, 1494, 3301
1829, 98, 1469, 3265
1830, 72, 4562, 9266
1831, 67, 229, 627
1832, 87, 551, 1279
1833, 88, 1067, 2321
1834, 82, 1207, 2620
1835, 81, 824, 1829
1836, 77, 628, 1439
1837, 130, 7742, 16293
1838, 95, 1161, 2520
1839, 94, 1817, 3914
1840, 75, 740, 1716
1841, 74, 165, 504
1842, 92, 575, 1353
1843, 78, 172, 512
1844, 90, 2200, 4746
1845, 103, 711, 1640
1846, 88, 574, 1382
1847, 72, 1002, 2154
1848, 85, 1626, 3469
1849, 67, 1540, 3501
1850, 65, 127, 426
1851, 83, 943, 2096
1852, 71, 2761, 5541
1853, 93, 1069, 2340
1854, 109, 666, 1578
1855, 68, 1866, 3888
1856, 83, 1369, 2981
1857, 76, 1878, 3860
1858, 77, 1136, 2396
1859, 58, 4505, 9261
1860, 79, 1391, 2978
1861, 55, 5933, 12248
1862, 75, 543, 1257
1863, 81, 1404, 2986
1864, 67, 485, 1112
1865, 108, 344, 1023
1866, 100, 171, 571
1867, 103, 1722, 3658
1868, 109, 4422, 9396
1869, 94, 945, 2119
1870, 79, 2818, 5866
1871, 93, 341, 959
1872, 75, 2281, 4792
1873, 126, 1211, 3049
1874, 86, 447, 1145
1875, 107, 1968, 4541
1876, 102, 583, 1372
1877, 75, 9616, 19923
1878, 78, 1379, 2943
1879, 83, 342, 897
1880, 85, 541, 1299
1881, 79, 1217, 2790
1882, 79, 1161, 2528
1883, 73, 1893, 4159
1884, 126, 7024, 15036
1885, 50, 203, 569
1886, 77, 1961, 4180
1887, 95, 4479, 10368
1888, 89, 2791, 5882
1889, 82, 655, 1614
1890, 72, 2371, 5009
1891, 103, 1003, 2274
1892, 62, 200, 581
1893, 73, 157, 485
1894, 84, 2240, 4735
1895, 86, 345, 908
1896, 96, 1402, 2997
1897, 71, 1110, 2480
1898, 101, 21256, 42819
1899, 81, 806, 1807
1900, 92, 1350, 3012
1901, 104, 692, 1755
1902, 77, 667, 1532
1903, 117, 6417, 13875
1904, 80, 626, 1417
1905, 68, 576, 1296
1906, 68, 592, 1324
1907, 77, 1425, 3034
1908, 49, 378, 864
1909, 81, 3795, 8221
1910, 76, 882, 1943
1911, 128, 9321, 19375
1912, 70, 1710, 3622
1913, 101, 774, 1759
1914, 102, 1536, 3303
1915, 96, 3579, 7908
1916, 80, 928, 2031
1917, 76, 762, 1712
1918, 71, 696, 1620
1919, 173, 3262, 7258
1920, 85, 503, 1216
1921, 73, 323, 842
1922, 139, 4791, 10256
1923, 67, 179, 536
1924, 97, 499, 1211
1925, 88, 681, 1568
1926, 97, 2175, 4565
1927, 73, 482, 1113
1928, 80, 572, 1313
1929, 104, 3621, 7617
1930, 106, 670, 1549
1931, 82, 993, 2192
1932, 95, 8968, 18490
1933, 64, 182, 541
1934, 81, 827, 1839
1935, 77, 480, 1133
1936, 70, 291, 792
1937, 72, 1369, 2961
1938, 71, 667, 1523
1939, 102, 196, 623
1940, 71, 860, 1890
1941, 72, 485, 1105
1942, 101, 10224, 20932
1943, 62, 15241, 31443
1944, 53, 386, 972
1945, 75, 744, 1644
1946, 82, 1061, 2342
1947, 94, 2769, 5771
1948, 97, 996, 2304
1949, 83, 1790, 3755
1950, 92, 1619, 3808
1951, 103, 860, 1989
1952, 83, 904, 2041
1953, 72, 1505, 3151
1954, 80, 996, 2106
1955, 92, 1769, 3943
1956, 78, 444, 1084
1957, 88, 689, 1566
1958, 60, 1604, 3543
1959, 72, 1148, 2504
1960, 82, 2734, 6008
1961, 89, 768, 1732
1962, 52, 1793, 4053
1963, 69, 988, 2145
1964, 70, 727, 1582
1965, 77, 733, 1638
1966, 84, 542, 1308
1967, 70, 1611, 3389
1968, 94, 1785, 3778
1969, 69, 412, 1074
1970, 70, 3965, 8878
1971, 83, 1323, 2806
1972, 63, 565, 1330
1973, 80, 204, 608
1974, 104, 664, 1542
1975, 118, 8695, 18321
1976, 88, 2955, 6463
1977, 95, 1308, 3056
1978, 88, 1933, 4069
1979, 108, 2292, 5042
1980, 105, 733, 1790
1981, 87, 687, 1551
1982, 95, 10927, 21278
1983, 87, 792, 1823
1984, 90, 1993, 4226
1985, 52, 863, 1872
1986, 60, 198, 554
1987, 136, 4337, 9563
1988, 77, 1492, 3390
1989, 102, 1960, 4149
1990, 88, 309, 887
1991, 73, 1202, 2596
1992, 93, 1051, 2318
1993, 74, 715, 1586
1994, 69, 1062, 1748
1995, 83, 1469, 3135
1996, 66, 219, 625
1997, 81, 162, 515
1998, 79, 1713, 3656
1999, 92, 3902, 8406
2000, 75, 1218, 2656
2001, 71, 459, 1062
2002, 101, 38647, 79872
2003, 93, 891, 1977
2004, 88, 211, 620
2005, 58, 1783, 4083
2006, 100, 857, 2027
2007, 72, 272, 735
2008, 88, 2668, 5602
2009, 86, 1236, 2720
2010, 92, 557, 1410
2011, 73, 1824, 3811
2012, 116, 281, 836
2013, 78, 1258, 2752
2014, 76, 214, 590
2015, 57, 773, 1713
2016, 77, 537, 1294
2017, 102, 2973, 6729
2018, 93, 4655, 9573
2019, 83, 2278, 5070
2020, 64, 2278, 5134
2021, 83, 713, 1565
2022, 68, 398, 964
2023, 88, 244, 703
2024, 86, 2470, 5186
2025, 91, 830, 1844
2026, 88, 1421, 3030
2027, 81, 166, 529
2028, 93, 166, 572
2029, 7, 910, 1851
2030, 76, 416, 981
2031, 87, 461, 1095
2032, 74, 3003, 6098
2033, 57, 912, 1946
2034, 58, 2843, 5702
2035, 92, 1880, 4029
2036, 66, 167, 488
2037, 90, 337, 905
2038, 73, 479, 1101
2039, 92, 4500, 9447
2040, 61, 5524, 11441
2041, 62, 755, 1759
2042, 76, 2432, 5058
2043, 129, 767, 1849
2044, 54, 1867, 3930
2045, 53, 3219, 6832
2046, 70, 18428, 38386
2047, 76, 489, 1167
2048, 71, 628, 1414
2049, 55, 4878, 10044
2050, 78, 4112, 9280
2051, 57, 665, 1451
2052, 79, 138, 456
2053, 72, 770, 1692
2054, 88, 454, 1091
2055, 80, 555, 1287
2056, 64, 977, 2099
2057, 89, 1184, 2591
2058, 72, 706, 1567
2059, 103, 559, 1377
2060, 74, 1116, 2394
2061, 84, 846, 1859
2062, 58, 408, 987
2063, 90, 3208, 7407
2064, 70, 250, 678
2065, 66, 596, 1441
2066, 87, 538, 1325
2067, 81, 937, 2044
2068, 78, 509, 1179
2069, 82, 2395, 5071
2070, 50, 594, 1292
2071, 76, 170, 518
2072, 79, 224, 645
2073, 102, 3442, 7379
2074, 98, 459, 1123
2075, 85, 538, 1258
2076, 73, 148, 475
2077, 83, 905, 2047
2078, 84, 449, 1187
2079, 89, 278, 758
2080, 83, 147, 492
2081, 78, 231, 704
2082, 93, 248, 731
2083, 51, 1143, 2671
2084, 75, 1014, 2321
2085, 83, 1592, 3400
2086, 75, 119, 435
2087, 84, 1224, 2623
2088, 85, 799, 1780
2089, 84, 1361, 2938
2090, 103, 693, 1769
2091, 108, 725, 1688
2092, 95, 697, 1601
2093, 76, 2278, 4911
2094, 96, 428, 1080
2095, 75, 8794, 18088
2096, 52, 1367, 2854
2097, 59, 12056, 27068
2098, 74, 4895, 10476
2099, 75, 1019, 2208
2100, 84, 5076, 10476
2101, 80, 1787, 3754
2102, 87, 412, 1054
2103, 86, 930, 2036
2104, 666, 3664, 8762
2105, 79, 339, 890
2106, 78, 160, 491
2107, 133, 11390, 22983
2108, 6, 1321, 2710
2109, 75, 1769, 3761
2110, 66, 204, 598
2111, 689, 3156, 8707
2112, 76, 182, 523
2113, 73, 1840, 4044
2114, 83, 4315, 7374
2115, 76, 442, 1076
2116, 60, 3157, 7471
2117, 70, 1962, 4363
2118, 61, 985, 2206
2119, 47, 17809, 38086
2120, 78, 674, 1614
2121, 63, 565, 1254
2122, 91, 1776, 3779
2123, 53, 802, 1721
2124, 75, 2647, 5643
2125, 92, 2552, 5303
2126, 68, 6995, 14208
2127, 75, 402, 959
2128, 68, 773, 1709
2129, 86, 753, 1666
2130, 81, 1024, 2270
2131, 100, 2636, 6040
2132, 68, 902, 1928
2133, 76, 181, 554
2134, 75, 369, 886
2135, 59, 822, 1767
2136, 88, 468, 1150
2137, 76, 882, 2126
2138, 80, 11374, 23368
2139, 60, 398, 960
2140, 96, 1150, 2497
2141, 85, 323, 861
2142, 105, 5981, 12686
2143, 105, 29982, 62847
2144, 56, 1821, 3783
2145, 47, 890, 2044
2146, 73, 495, 1147
2147, 95, 3281, 6762
2148, 131, 5113, 11593
2149, 98, 574, 1370
2150, 91, 457, 1123
2151, 86, 1535, 3250
2152, 83, 1281, 2746
2153, 84, 931, 2070
2154, 79, 990, 2157
2155, 76, 174, 558
2156, 78, 488, 1249
2157, 86, 561, 1317
2158, 81, 203, 590
2159, 67, 461, 1114
2160, 88, 1186, 2595
2161, 81, 154, 504
