75,71,0
16,140,0
85,50,120
78,79,451
65,91,199
32,80,176
80,84,246
79,64,246
76,70,136
69,105,140
32,84,91
69,99,111
78,69,166
68,74,427
65,204,427
76,63,22
69,94,181
32,74,81
219,65,297
80,64,375
69,89,91
84,62,189
65,80,125
74,69,191
65,54,111
78,51,306
65,79,165
32,94,186
73,84,141
83,83,93
69,101,125
32,74,40
75,14,301
79,74,301
78,64,136
84,99,247
79,53,51
84,70,126
32,63,322
84,29,367
69,124,367
73,79,31
78,84,181
85,64,126
68,75,141
188,65,381
32,99,160
83,75,106
73,63,177
73,71,85
83,86,193
8,72,1885
8,56,180
8,79,140
8,90,231
69,88,12707
75,85,187
79,69,166
79,69,66
76,74,131
73,60,146
32,80,265
77,54,141
85,64,236
68,145,376
8,79,1137
8,79,181
85,50,1542
85,70,85
68,304,171
69,100,15
83,75,356
32,64,201
83,83,127
69,66,144
65,90,206
68,154,191
69,89,26
84,74,311
69,85,66
83,94,176
32,74,191
75,66,189
85,65,161
73,70,75
32,79,256
65,104,627
82,79,236
86,101,264
85,100,116
84,84,336
73,64,121
32,105,291
69,104,121
73,69,81
32,99,206
75,71,89
65,60,256
83,170,256
85,49,11
84,76,201
65,114,79
32,94,96
74,85,96
65,89,81
32,57,88
75,39,356
76,134,356
65,85,61
83,69,166
83,74,91
73,80,86
74,74,140
85,39,141
72,60,161
32,124,231
69,85,521
73,69,151
32,94,216
79,69,146
76,80,96
69,95,80
188,65,340
32,95,191
83,91,124
73,63,162
73,72,66
83,122,101
32,79,56
78,64,126
69,65,231
69,110,60
68,125,145
32,84,21
80,75,185
85,86,236
78,79,215
75,69,216
84,80,346
73,74,106
68,70,311
32,95,164
80,95,196
65,129,86
78,104,111
73,84,81
78,84,231
32,84,187
52,66,386
190,64,920
32,94,166
65,100,1463
71,74,210
65,94,66
32,120,56
79,79,191
76,95,100
69,84,111
75,72,97
32,75,227
84,69,236
65,75,110
72,79,597
84,86,199
78,89,201
85,75,156
68,82,218
32,75,115
86,83,582
65,35,226
83,165,226
84,94,46
65,118,81
77,71,247
65,94,40
84,74,216
65,89,81
32,84,166
74,79,512
191,59,652
84,74,461
84,89,66
65,110,91
190,84,1347
75,24,13124
76,114,13124
65,99,176
83,89,186
83,100,76
73,65,70
74,69,131
85,59,136
32,71,431
80,69,220
69,84,106
65,104,166
75,84,96
83,89,71
32,79,127
83,99,131
65,73,257
65,84,66
77,90,171
65,104,116
72,84,44813
32,90,2528
219,73,15021
80,65,156
73,85,210
76,89,141
65,56,301
83,139,301
69,90,206
32,64,136
80,65,190
85,60,316
85,85,60
68,104,93
85,70,39
74,84,185
65,95,71
83,69,961
8,64,977
75,68,388
83,118,116
32,69,67
77,64,236
191,59,417
82,89,176
75,60,130
73,54,116
68,57,372
65,139,372
32,80,46
84,89,260
69,55,251
82,110,251
86,74,181
69,79,56
75,60,286
83,150,100
32,110,5
80,69,161
191,90,141
69,82,115
86,105,243
65,115,25
75,60,286
83,104,85
188,45,1072
32,101,150
75,70,119
85,74,131
73,69,96
32,79,226
77,85,456
219,74,251
78,84,347
73,60,115
32,69,4195
219,67,1544
80,60,196
69,90,225
84,79,246
65,114,86
74,64,231
65,110,56
32,79,1697
79,70,311
78,75,215
32,55,180
74,75,195
191,70,426
84,95,245
78,95,120
85,60,121
68,80,191
32,74,756
77,60,816
191,60,291
82,109,270
75,45,200
73,70,136
77,67,637
65,124,133
84,59,177
65,80,65
