32,190,0
56,84,704
16,171,704
76,140,673
65,148,103
73,97,455
57,90,1694
16,128,1694
13,95,27800
13,95,828
75,100,2658
16,118,2658
85,96,239
82,107,425
83,105,596
85,129,160
83,151,91
69,153,194
32,141,228
84,109,273
79,89,149
73,110,221
77,84,785
85,84,781
77,94,239
73,107,225
83,150,149
69,139,244
32,134,368
65,151,179
69,101,337
71,103,173
32,159,725
49,128,924
50,127,256
190,89,1097
32,144,34
68,102,1803
69,113,301
84,116,118
83,123,194
69,122,178
77,110,225
66,94,238
69,121,194
82,86,101
32,133,1097
50,99,485
48,107,290
49,152,182
53,106,196
32,106,613
221,109,222
32,135,116
49,185,40676
57,76,213
190,89,578
32,91,159
86,88,561
69,89,411
69,149,114
66,115,70
82,97,288
85,102,114
65,152,380
82,143,70
32,114,324
50,121,179
48,91,194
49,118,130
54,105,194
13,139,2480
13,103,366
219,85,1149
16,131,1149
80,81,272
69,93,239
84,75,225
65,122,162
74,90,192
65,114,67
32,85,103
75,81,253
79,90,143
78,93,223
83,116,316
85,88,147
76,86,331
84,100,331
65,132,84
84,85,100
83,112,269
73,101,148
79,82,289
79,86,96
78,78,270
73,91,178
65,151,162
69,89,149
71,82,316
32,98,752
78,94,972
69,128,303
76,83,103
74,89,429
65,148,99
80,94,274
191,86,382
69,73,1044
86,95,472
65,112,269
76,96,304
32,84,319
56,82,734
190,108,625
32,150,114
84,137,580
85,114,86
78,106,228
68,129,272
8,133,16830
8,104,149
8,82,129
8,90,134
8,122,128
8,106,143
8,138,160
8,28,933
8,131,324
8,104,148
8,134,115
8,118,116
8,87,177
8,106,179
8,102,3583
53,129,1442
8,51,39870
85,101,1609
83,138,193
69,104,549
32,135,545
74,94,909
79,96,531
79,98,74
75,90,161
83,110,238
85,86,115
76,100,365
32,96,256
84,145,625
79,103,95
73,105,144
77,93,223
85,81,254
66,114,284
32,107,193
51,93,625
32,94,190
65,153,1958
82,100,87
86,116,301
69,135,98
83,106,176
84,88,147
85,88,395
83,119,82
76,99,285
73,95,238
75,95,222
75,103,96
85,94,207
32,95,269
75,94,257
79,87,348
78,105,222
84,100,402
82,103,351
79,90,160
76,89,238
76,99,72
84,111,240
186,84,333
186,103,97
68,90,394
